bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,merge_key
b23,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,PC3,BRD-K84163249,3,0.2982,151,0.214572,1.85676,"0.28,0.39,0.33",3.4518,7.70395,0.241574,0.480644,13.08,57.7089,1,1,BRD-K84163249,REP.A021_PC3_24H:J24,trt_cp,PC3,J24,REP.A021_PC3_24H_X1_B23|REP.A021_PC3_24H_X2_B23|REP.A021_PC3_24H_X3_B23,REP.A021_PC3_24H_X1_B23:J24|REP.A021_PC3_24H_X2_B23:J24|REP.A021_PC3_24H_X3_B23:J24,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_PC3_24.0
b23,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,MCF7,BRD-K73237276,3,0.3325,109,0.192504,0.132626,"0.34,0.34,0.32",0.134048,0.132626,0.305391,0.647138,11.06,47.0571,1,1,BRD-K73237276,REP.A022_MCF7_24H:L03,trt_cp,MCF7,L03,REP.A022_MCF7_24H_X1_B23|REP.A022_MCF7_24H_X2_B23|REP.A022_MCF7_24H_X3_B23,REP.A022_MCF7_24H_X1_B23:L03|REP.A022_MCF7_24H_X2_B23:L03|REP.A022_MCF7_24H_X3_B23:L03,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_MCF7_24.0
b23,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,HA1E,BRD-K81332461,3,0.2995,105,0.179318,0.613636,"0.39,0.37,0.24",9.58257,5.49645,0.175922,0.423468,9.02,37.1519,0,1,BRD-K81332461,REP.A021_HA1E_24H:D05,trt_cp,HA1E,D05,REP.A021_HA1E_24H_X1_B23|REP.A021_HA1E_24H_X2_B23|REP.A021_HA1E_24H_X3_B23,REP.A021_HA1E_24H_X1_B23:D05|REP.A021_HA1E_24H_X2_B23:D05|REP.A021_HA1E_24H_X3_B23:D05,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_HA1E_24.0
b23,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,HA1E,BRD-K84163249,3,0.1011,104,0.103687,15.5909,"0.17,0.35,0.47",38.6464,40.9427,0.0527696,0.178013,9.02,37.1519,0,1,BRD-K84163249,REP.A021_HA1E_24H:J23,trt_cp,HA1E,J23,REP.A021_HA1E_24H_X1_B23|REP.A021_HA1E_24H_X2_B23|REP.A021_HA1E_24H_X3_B23,REP.A021_HA1E_24H_X1_B23:J23|REP.A021_HA1E_24H_X2_B23:J23|REP.A021_HA1E_24H_X3_B23:J23,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_HA1E_24.0
b23,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,MCF7,BRD-K73237276,3,0.3073,105,0.181638,0.287356,"0.38,0.37,0.25",1.98169,0.529804,0.183548,0.590786,11.06,47.0571,1,1,BRD-K73237276,REP.A022_MCF7_24H:L05,trt_cp,MCF7,L05,REP.A022_MCF7_24H_X1_B23|REP.A022_MCF7_24H_X2_B23|REP.A022_MCF7_24H_X3_B23,REP.A022_MCF7_24H_X1_B23:L05|REP.A022_MCF7_24H_X2_B23:L05|REP.A022_MCF7_24H_X3_B23:L05,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_MCF7_24.0
b23,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,HA1E,BRD-K84163249,3,0.1127,110,0.112587,10.2045,"0.40,0.36,0.25",31.1464,42.1324,0.0717011,0.215955,9.02,37.1519,0,1,BRD-K84163249,REP.A021_HA1E_24H:J20,trt_cp,HA1E,J20,REP.A021_HA1E_24H_X1_B23|REP.A021_HA1E_24H_X2_B23|REP.A021_HA1E_24H_X3_B23,REP.A021_HA1E_24H_X1_B23:J20|REP.A021_HA1E_24H_X2_B23:J20|REP.A021_HA1E_24H_X3_B23:J20,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_HA1E_24.0
b25,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,A549,BRD-K73237276,3,0.1372,81,0.106598,6.11111,"0.28,0.34,0.38",10.6188,60.2206,0.105037,0.205035,30.17,92.0758,0,1,BRD-K73237276,REP.A022_A549_24H:L03,trt_cp,A549,L03,REP.A022_A549_24H_X1_B25|REP.A022_A549_24H_X2_B25|REP.A022_A549_24H_X3_B25,REP.A022_A549_24H_X1_B25:L03|REP.A022_A549_24H_X2_B25:L03|REP.A022_A549_24H_X3_B25:L03,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_A549_24.0
b22,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.1159,105,0.111549,6.41831,"0.46,0.25,0.29",26.1547,8.54001,0.101176,0.419418,8.86,36.2331,0,1,BRD-K28731095,REP.A001_HA1E_24H:I18,trt_cp,HA1E,I18,REP.A001_HA1E_24H_X1_B22|REP.A001_HA1E_24H_X2_B22|REP.A001_HA1E_24H_X3_B22,REP.A001_HA1E_24H_X1_B22:I18|REP.A001_HA1E_24H_X2_B22:I18|REP.A001_HA1E_24H_X3_B22:I18,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b22,0.03,0.02849,uM,0.03 uM,24 h,24.0,h,PC3,BRD-K28731095,3,0.1748,175,0.176856,6.71276,"0.48,0.10,0.42",22.7833,6.35096,0.0437978,0.482802,19.45,78.2659,0,1,BRD-K28731095,REP.B001_PC3_24H:I17,trt_cp,PC3,I17,REP.B001_PC3_24H_X1_B22|REP.B001_PC3_24H_X2_B22|REP.B001_PC3_24H_X3.L2_B22,REP.B001_PC3_24H_X1_B22:I17|REP.B001_PC3_24H_X2_B22:I17|REP.B001_PC3_24H_X3.L2_B22:I17,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_PC3_24.0
b23,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,PC3,BRD-K60585088,3,0.3152,192,0.248756,1.6606,"0.33,0.17,0.50",8.65,30.6177,0.189123,0.267211,13.45,59.288,0,1,BRD-K60585088,REP.A014_PC3_24H:H24,trt_cp,PC3,H24,REP.A014_PC3_24H_X1_B23|REP.A014_PC3_24H_X2_B23|REP.A014_PC3_24H_X3_B23,REP.A014_PC3_24H_X1_B23:H24|REP.A014_PC3_24H_X2_B23:H24|REP.A014_PC3_24H_X3_B23:H24,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_PC3_24.0
b32,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,A549,BRD-K28456624,3,0.1455,61,0.0952636,9.71606,"0.46,0.31,0.23",18.4888,10.6341,0.111388,0.373797,11.96,51.938,0,1,BRD-K28456624,REP.A009_A549_24H:D03,trt_cp,A549,D03,REP.A009_A549_24H_X1_B32|REP.A009_A549_24H_X2_B32|REP.A009_A549_24H_X3_B32,REP.A009_A549_24H_X1_B32:D03|REP.A009_A549_24H_X2_B32:D03|REP.A009_A549_24H_X3_B32:D03,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_A549_24.0
b22,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,PC3,BRD-K28731095,3,0.4627,257,0.348696,0.359066,"0.34,0.32,0.33",0.403665,0.938663,0.438765,0.686399,15.2,65.5757,1,1,BRD-K28731095,REP.A001_PC3_24H:I16,trt_cp,PC3,I16,REP.A001_PC3_24H_X1_B22|REP.A001_PC3_24H_X2_B22|REP.A001_PC3_24H_X3_B22,REP.A001_PC3_24H_X1_B22:I16|REP.A001_PC3_24H_X2_B22:I16|REP.A001_PC3_24H_X3_B22:I16,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_PC3_24.0
b22,0.03,0.02849,uM,0.03 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.1711,80,0.118304,1.18728,"0.39,0.30,0.31",7.95651,30.8306,0.164931,0.234537,14.12,61.9294,0,1,BRD-K28731095,REP.B001_HA1E_24H:I17,trt_cp,HA1E,I17,REP.B001_HA1E_24H_X1_B22|REP.B001_HA1E_24H_X2_B22|REP.B001_HA1E_24H_X3_B22,REP.B001_HA1E_24H_X1_B22:I17|REP.B001_HA1E_24H_X2_B22:I17|REP.B001_HA1E_24H_X3_B22:I17,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b23,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,HA1E,BRD-K84163249,3,0.1894,111,0.146616,0.977273,"0.36,0.26,0.38",6.38812,15.8954,0.125821,0.40478,9.02,37.1519,0,1,BRD-K84163249,REP.A021_HA1E_24H:J22,trt_cp,HA1E,J22,REP.A021_HA1E_24H_X1_B23|REP.A021_HA1E_24H_X2_B23|REP.A021_HA1E_24H_X3_B23,REP.A021_HA1E_24H_X1_B23:J22|REP.A021_HA1E_24H_X2_B23:J22|REP.A021_HA1E_24H_X3_B23:J22,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_HA1E_24.0
b32,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,A549,BRD-K28456624,3,0.1892,85,0.128233,4.10382,"0.40,0.29,0.31",8.28966,14.0472,0.177983,0.361264,11.96,51.938,0,1,BRD-K28456624,REP.A009_A549_24H:D02,trt_cp,A549,D02,REP.A009_A549_24H_X1_B32|REP.A009_A549_24H_X2_B32|REP.A009_A549_24H_X3_B32,REP.A009_A549_24H_X1_B32:D02|REP.A009_A549_24H_X2_B32:D02|REP.A009_A549_24H_X3_B32:D02,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_A549_24.0
b22,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,PC3,BRD-K28731095,3,0.2966,194,0.242559,0.987433,"0.35,0.34,0.32",1.50127,0.948784,0.271497,0.565871,15.2,65.5757,1,1,BRD-K28731095,REP.A001_PC3_24H:I18,trt_cp,PC3,I18,REP.A001_PC3_24H_X1_B22|REP.A001_PC3_24H_X2_B22|REP.A001_PC3_24H_X3_B22,REP.A001_PC3_24H_X1_B22:I18|REP.A001_PC3_24H_X2_B22:I18|REP.A001_PC3_24H_X3_B22:I18,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_PC3_24.0
b22,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.1804,153,0.167994,12.9937,"0.50,0.45,0.05",41.8475,6.04879,0.0232011,0.419477,8.86,36.2331,0,1,BRD-K28731095,REP.A001_HA1E_24H:I17,trt_cp,HA1E,I17,REP.A001_HA1E_24H_X1_B22|REP.A001_HA1E_24H_X2_B22|REP.A001_HA1E_24H_X3_B22,REP.A001_HA1E_24H_X1_B22:I17|REP.A001_HA1E_24H_X2_B22:I17|REP.A001_HA1E_24H_X3_B22:I17,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b23,10.0,10.0,uM,10 uM,24 h,24.0,h,MCF7,BRD-K84163249,3,0.2817,202,0.241212,0.511111,"0.34,0.43,0.24",4.97096,0.805731,0.194272,0.620297,16.31,69.6239,1,1,BRD-K84163249,REP.A021_MCF7_24H:J19,trt_cp,MCF7,J19,REP.A021_MCF7_24H_X1_B23|REP.A021_MCF7_24H_X2_B23|REP.A021_MCF7_24H_X3_B23,REP.A021_MCF7_24H_X1_B23:J19|REP.A021_MCF7_24H_X2_B23:J19|REP.A021_MCF7_24H_X3_B23:J19,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_MCF7_24.0
b32,10.0,10.0,uM,10 uM,24 h,24.0,h,A549,BRD-K28456624,3,0.2541,185,0.219239,7.38687,"0.50,0.40,0.10",30.7073,34.366,0.0796336,0.172236,11.96,51.938,0,1,BRD-K28456624,REP.A009_A549_24H:D01,trt_cp,A549,D01,REP.A009_A549_24H_X1_B32|REP.A009_A549_24H_X2_B32|REP.A009_A549_24H_X3_B32,REP.A009_A549_24H_X1_B32:D01|REP.A009_A549_24H_X2_B32:D01|REP.A009_A549_24H_X3_B32:D01,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_A549_24.0
b23,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,MCF7,BRD-K81332461,3,0.341,171,0.244178,3.51111,"0.40,0.38,0.21",8.57655,2.93665,0.164115,0.520103,16.31,69.6239,1,1,BRD-K81332461,REP.A021_MCF7_24H:D03,trt_cp,MCF7,D03,REP.A021_MCF7_24H_X1_B23|REP.A021_MCF7_24H_X2_B23|REP.A021_MCF7_24H_X3_B23,REP.A021_MCF7_24H_X1_B23:D03|REP.A021_MCF7_24H_X2_B23:D03|REP.A021_MCF7_24H_X3_B23:D03,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_MCF7_24.0
b24,10.0,10.0,uM,10 uM,24 h,24.0,h,HA1E,BRD-K28456624,3,0.5673,392,0.476848,0.111508,"0.36,0.26,0.38",9.75936,3.20856,0.379901,0.585938,5.63,21.648,0,0,BRD-K28456624,REP.A009_HA1E_24H:D01,trt_cp,HA1E,D01,REP.A009_HA1E_24H_X1_B24|REP.A009_HA1E_24H_X2_B24|REP.A009_HA1E_24H_X3_B24,REP.A009_HA1E_24H_X1_B24:D01|REP.A009_HA1E_24H_X2_B24:D01|REP.A009_HA1E_24H_X3_B24:D01,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_HA1E_24.0
b23,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,HA1E,BRD-K81332461,3,0.2571,112,0.171589,3.45455,"0.18,0.40,0.43",13.5735,5.27394,0.0974674,0.44506,9.02,37.1519,0,1,BRD-K81332461,REP.A021_HA1E_24H:D04,trt_cp,HA1E,D04,REP.A021_HA1E_24H_X1_B23|REP.A021_HA1E_24H_X2_B23|REP.A021_HA1E_24H_X3_B23,REP.A021_HA1E_24H_X1_B23:D04|REP.A021_HA1E_24H_X2_B23:D04|REP.A021_HA1E_24H_X3_B23:D04,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_HA1E_24.0
b27,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,MCF7,BRD-K28731095,3,0.2373,168,0.201899,0.13369,"0.36,0.34,0.30",1.20968,1.33548,0.192691,0.544148,18.97,77.0313,0,0,BRD-K28731095,REP.A001_MCF7_24H:I15,trt_cp,MCF7,I15,REP.A001_MCF7_24H_X1_B27|REP.A001_MCF7_24H_X2_B27|REP.A001_MCF7_24H_X3_B27,REP.A001_MCF7_24H_X1_B27:I15|REP.A001_MCF7_24H_X2_B27:I15|REP.A001_MCF7_24H_X3_B27:I15,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
b23,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,PC3,BRD-K60585088,3,0.4283,215,0.306848,0.477707,"0.29,0.38,0.33",0.553254,0.947698,0.37058,0.630255,13.45,59.288,1,1,BRD-K60585088,REP.A014_PC3_24H:H22,trt_cp,PC3,H22,REP.A014_PC3_24H_X1_B23|REP.A014_PC3_24H_X2_B23|REP.A014_PC3_24H_X3_B23,REP.A014_PC3_24H_X1_B23:H22|REP.A014_PC3_24H_X2_B23:H22|REP.A014_PC3_24H_X3_B23:H22,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_PC3_24.0
b27,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,MCF7,BRD-K28731095,3,0.272,141,0.198027,0.512478,"0.37,0.32,0.32",4.4326,8.1462,0.271756,0.509447,18.97,77.0313,0,0,BRD-K28731095,REP.A001_MCF7_24H:I16,trt_cp,MCF7,I16,REP.A001_MCF7_24H_X1_B27|REP.A001_MCF7_24H_X2_B27|REP.A001_MCF7_24H_X3_B27,REP.A001_MCF7_24H_X1_B27:I16|REP.A001_MCF7_24H_X2_B27:I16|REP.A001_MCF7_24H_X3_B27:I16,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
b23,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,PC3,BRD-K73237276,3,0.4752,210,0.319432,0.416667,"0.34,0.33,0.32",0.935129,1.68539,0.459482,0.754598,6.47,24.8349,1,1,BRD-K73237276,REP.A022_PC3_24H:L03,trt_cp,PC3,L03,REP.A022_PC3_24H_X1_B23|REP.A022_PC3_24H_X2_B23|REP.A022_PC3_24H_X3_B23,REP.A022_PC3_24H_X1_B23:L03|REP.A022_PC3_24H_X2_B23:L03|REP.A022_PC3_24H_X3_B23:L03,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_PC3_24.0
b24,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,HA1E,BRD-K28456624,3,0.1498,75,0.107181,14.1169,"0.49,0.05,0.46",49.5276,45.451,0.0138418,0.0,5.63,21.648,0,0,BRD-K28456624,REP.A009_HA1E_24H:D06,trt_cp,HA1E,D06,REP.A009_HA1E_24H_X1_B24|REP.A009_HA1E_24H_X2_B24|REP.A009_HA1E_24H_X3_B24,REP.A009_HA1E_24H_X1_B24:D06|REP.A009_HA1E_24H_X2_B24:D06|REP.A009_HA1E_24H_X3_B24:D06,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_HA1E_24.0
b24,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,HA1E,BRD-K28456624,3,0.3367,74,0.159613,0.267618,"0.36,0.39,0.25",10.2151,2.82186,0.212268,0.46118,5.63,21.648,0,0,BRD-K28456624,REP.A009_HA1E_24H:D04,trt_cp,HA1E,D04,REP.A009_HA1E_24H_X1_B24|REP.A009_HA1E_24H_X2_B24|REP.A009_HA1E_24H_X3_B24,REP.A009_HA1E_24H_X1_B24:D04|REP.A009_HA1E_24H_X2_B24:D04|REP.A009_HA1E_24H_X3_B24:D04,,REP,seocalcitol,0,1.0,0.0,BRD-K28456624_HA1E_24.0
b22,0.25,0.25641,uM,0.25 uM,24 h,24.0,h,PC3,BRD-K28731095,3,0.2993,301,0.303506,2.02944,"0.46,0.16,0.38",8.39333,67.55,0.121245,0.0,19.45,78.2659,0,1,BRD-K28731095,REP.B001_PC3_24H:I15,trt_cp,PC3,I15,REP.B001_PC3_24H_X1_B22|REP.B001_PC3_24H_X2_B22|REP.B001_PC3_24H_X3.L2_B22,REP.B001_PC3_24H_X1_B22:I15|REP.B001_PC3_24H_X2_B22:I15|REP.B001_PC3_24H_X3.L2_B22:I15,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_PC3_24.0
b24,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,PC3,BRD-K28456624,3,0.5826,178,0.325631,0.291219,"0.35,0.35,0.30",0.271003,0.132626,0.482039,0.76915,7.84,30.6919,0,0,BRD-K28456624,REP.A009_PC3_24H:D04,trt_cp,PC3,D04,REP.A009_PC3_24H_X1_B24|REP.A009_PC3_24H_X2_B24|REP.A009_PC3_24H_X3_B24,REP.A009_PC3_24H_X1_B24:D04|REP.A009_PC3_24H_X2_B24:D04|REP.A009_PC3_24H_X3_B24:D04,,REP,seocalcitol,1,1.0,0.0,BRD-K28456624_PC3_24.0
b23,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,PC3,BRD-K60585088,3,0.5109,295,0.392563,0.11374,"0.37,0.28,0.35",0.69291,0.416667,0.379206,0.699245,13.45,59.288,1,1,BRD-K60585088,REP.A014_PC3_24H:H20,trt_cp,PC3,H20,REP.A014_PC3_24H_X1_B23|REP.A014_PC3_24H_X2_B23|REP.A014_PC3_24H_X3_B23,REP.A014_PC3_24H_X1_B23:H20|REP.A014_PC3_24H_X2_B23:H20|REP.A014_PC3_24H_X3_B23:H20,,REP,paricalcitol,0,1.0,0.0,BRD-K60585088_PC3_24.0
b27,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,MCF7,BRD-K28731095,3,0.0664,75,0.0713584,32.7317,"0.45,0.45,0.10",82.5871,69.9032,-0.0972228,0.0,18.97,77.0313,0,0,BRD-K28731095,REP.A001_MCF7_24H:I18,trt_cp,MCF7,I18,REP.A001_MCF7_24H_X1_B27|REP.A001_MCF7_24H_X2_B27|REP.A001_MCF7_24H_X3_B27,REP.A001_MCF7_24H_X1_B27:I18|REP.A001_MCF7_24H_X2_B27:I18|REP.A001_MCF7_24H_X3_B27:I18,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
b23,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,HA1E,BRD-K81332461,3,0.2247,97,0.149286,2.11364,"0.33,0.44,0.24",11.6608,3.96438,0.162274,0.464479,9.02,37.1519,1,1,BRD-K81332461,REP.A021_HA1E_24H:D03,trt_cp,HA1E,D03,REP.A021_HA1E_24H_X1_B23|REP.A021_HA1E_24H_X2_B23|REP.A021_HA1E_24H_X3_B23,REP.A021_HA1E_24H_X1_B23:D03|REP.A021_HA1E_24H_X2_B23:D03|REP.A021_HA1E_24H_X3_B23:D03,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_HA1E_24.0
b22,0.01,0.00949668,uM,0.01 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.0,68,0.00833844,56.5412,"0.33,0.33,0.33",63.3204,39.6445,-0.0558545,0.183959,14.12,61.9294,0,1,BRD-K28731095,REP.B001_HA1E_24H:I18,trt_cp,HA1E,I18,REP.B001_HA1E_24H_X1_B22|REP.B001_HA1E_24H_X2_B22|REP.B001_HA1E_24H_X3_B22,REP.B001_HA1E_24H_X1_B22:I18|REP.B001_HA1E_24H_X2_B22:I18|REP.B001_HA1E_24H_X3_B22:I18,,REP,calcitriol,0,0.0,0.0,BRD-K28731095_HA1E_24.0
b22,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,PC3,BRD-K28731095,3,0.4103,283,0.344568,0.763016,"0.33,0.31,0.36",0.803387,0.546828,0.379188,0.736185,15.2,65.5757,1,1,BRD-K28731095,REP.A001_PC3_24H:I15,trt_cp,PC3,I15,REP.A001_PC3_24H_X1_B22|REP.A001_PC3_24H_X2_B22|REP.A001_PC3_24H_X3_B22,REP.A001_PC3_24H_X1_B22:I15|REP.A001_PC3_24H_X2_B22:I15|REP.A001_PC3_24H_X3_B22:I15,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_PC3_24.0
b23,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,PC3,BRD-K73237276,3,0.5267,191,0.320722,0.0297619,"0.33,0.34,0.33",0.134048,0.669172,0.526402,0.73528,6.47,24.8349,1,1,BRD-K73237276,REP.A022_PC3_24H:L02,trt_cp,PC3,L02,REP.A022_PC3_24H_X1_B23|REP.A022_PC3_24H_X2_B23|REP.A022_PC3_24H_X3_B23,REP.A022_PC3_24H_X1_B23:L02|REP.A022_PC3_24H_X2_B23:L02|REP.A022_PC3_24H_X3_B23:L02,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_PC3_24.0
b25,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,A549,BRD-K73237276,3,0.2514,118,0.174162,3.02222,"0.41,0.26,0.33",11.0337,4.27666,0.191024,0.58678,30.17,92.0758,1,1,BRD-K73237276,REP.A022_A549_24H:L02,trt_cp,A549,L02,REP.A022_A549_24H_X1_B25|REP.A022_A549_24H_X2_B25|REP.A022_A549_24H_X3_B25,REP.A022_A549_24H_X1_B25:L02|REP.A022_A549_24H_X2_B25:L02|REP.A022_A549_24H_X3_B25:L02,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_A549_24.0
b25,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,A549,BRD-K73237276,3,0.1723,93,0.128001,1.97778,"0.25,0.32,0.43",7.30201,51.9966,0.131151,0.200263,30.17,92.0758,0,0,BRD-K73237276,REP.A022_A549_24H:L06,trt_cp,A549,L06,REP.A022_A549_24H_X1_B25|REP.A022_A549_24H_X2_B25|REP.A022_A549_24H_X3_B25,REP.A022_A549_24H_X1_B25:L06|REP.A022_A549_24H_X2_B25:L06|REP.A022_A549_24H_X3_B25:L06,,REP,tacalcitol,0,1.0,0.0,BRD-K73237276_A549_24.0
b25,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,A549,BRD-K84163249,3,0.2266,221,0.226285,18.3199,"0.48,0.03,0.48",73.9658,61.5891,-0.0828428,0.266578,41.52,96.9854,0,1,BRD-K84163249,REP.A021_A549_24H:J24,trt_cp,A549,J24,REP.A021_A549_24H_X1_B25|REP.A021_A549_24H_X2_B25|REP.A021_A549_24H_X3_B25,REP.A021_A549_24H_X1_B25:J24|REP.A021_A549_24H_X2_B25:J24|REP.A021_A549_24H_X3_B25:J24,,REP,ercalcitriol,0,1.0,0.0,BRD-K84163249_A549_24.0
b41,0.12,0.1,uM,0.12 uM,24 h,24.0,h,U2OS,BRD-K28456624,5,0.3674,275,0.321415,1.28548,"0.15,0.22,0.17,0.23,0.24",3.13468,2.68348,0.28445,0.588935,21.64,82.8309,1,1,BRD-K28456624,LKCP001_U2OS_24H:N12,trt_cp,U2OS,N12,LKCP001_U2OS_24H_X1.A2_B41|LKCP001_U2OS_24H_X2.A2_B41|LKCP001_U2OS_24H_X3_B41|LKCP001_U2OS_24H_X4_B41|LKCP001_U2OS_24H_X5_B41,LKCP001_U2OS_24H_X1.A2_B41:N12|LKCP001_U2OS_24H_X2.A2_B41:N12|LKCP001_U2OS_24H_X3_B41:N12|LKCP001_U2OS_24H_X4_B41:N12|LKCP001_U2OS_24H_X5_B41:N12,,LKCP,seocalcitol,0,1.0,0.0,BRD-K28456624_U2OS_24.0
b41,0.12,0.1,uM,0.12 uM,24 h,24.0,h,U2OS,BRD-K73237276,5,0.1777,372,0.259983,6.48099,"0.05,0.16,0.27,0.20,0.31",17.5543,17.0725,0.10169,0.389282,21.64,82.8309,0,1,BRD-K73237276,LKCP001_U2OS_24H:J24,trt_cp,U2OS,J24,LKCP001_U2OS_24H_X1.A2_B41|LKCP001_U2OS_24H_X2.A2_B41|LKCP001_U2OS_24H_X3_B41|LKCP001_U2OS_24H_X4_B41|LKCP001_U2OS_24H_X5_B41,LKCP001_U2OS_24H_X1.A2_B41:J24|LKCP001_U2OS_24H_X2.A2_B41:J24|LKCP001_U2OS_24H_X3_B41:J24|LKCP001_U2OS_24H_X4_B41:J24|LKCP001_U2OS_24H_X5_B41:J24,,LKCP,tacalcitol,0,1.0,0.0,BRD-K73237276_U2OS_24.0
b41,4.0,5.0,uM,4 uM,24 h,24.0,h,U2OS,BRD-K28731095,5,0.1797,147,0.164348,0.7431,"0.27,0.26,0.07,0.25,0.15",4.69124,17.6194,0.141398,0.357411,24.16,86.2188,1,1,BRD-K28731095,LKCP002_U2OS_24H:N19,trt_cp,U2OS,N19,LKCP002_U2OS_24H_X1_B41|LKCP002_U2OS_24H_X2.A2_B41|LKCP002_U2OS_24H_X3_B41|LKCP002_U2OS_24H_X4_B41|LKCP002_U2OS_24H_X5_B41,LKCP002_U2OS_24H_X1_B41:N19|LKCP002_U2OS_24H_X2.A2_B41:N19|LKCP002_U2OS_24H_X3_B41:N19|LKCP002_U2OS_24H_X4_B41:N19|LKCP002_U2OS_24H_X5_B41:N19,,LKCP,calcitriol,0,1.0,0.0,BRD-K28731095_U2OS_24.0
