bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,merge_key
b3,10.0,10.0,uM,10 uM,24 h,24.0,h,HA1E,BRD-K56429665,3,0.17,107,0.136379,9.72727,"""""""""""""""""""""""""""""""""",14.3295,24.0971,0.135839,0.265239,12.26,53.1726,0,1,BRD-K56429665,CPC005_HA1E_24H:BRD-K56429665-001-03-9:10,trt_cp,HA1E,J21,CPC005_HA1E_24H_X1_B3_DUO52HI53LO|CPC005_HA1E_24H_X2_B3_DUO52HI53LO|CPC005_HA1E_24H_X3_B3_DUO52HI53LO,CPC005_HA1E_24H_X1_B3_DUO52HI53LO:J21|CPC005_HA1E_24H_X2_B3_DUO52HI53LO:J21|CPC005_HA1E_24H_X3_B3_DUO52HI53LO:J21,,CPC,calcipotriol,0,1.0,0.0,BRD-K56429665_HA1E_24.0
b4,10.0,10.0,uM,10 uM,24 h,24.0,h,PC3,BRD-K56429665,5,0.54,364,0.44831,0.0,"""""""""""""""""""""""""""""""""",0.134048,0.0688705,0.389081,0.621699,25.55,88.4295,1,1,BRD-K56429665,CPC005_PC3_24H:BRD-K56429665-001-03-9:10,trt_cp,PC3,J21,CPC005_PC3_24H_X1_B4_DUO52HI53LO|CPC005_PC3_24H_X2_B4_DUO52HI53LO|CPC005_PC3_24H_X3_B4_DUO52HI53LO|CPC005_PC3_24H_X4_B5_DUO52HI53LO|CPC005_PC3_24H_X5_B5_DUO52HI53LO,CPC005_PC3_24H_X1_B4_DUO52HI53LO:J21|CPC005_PC3_24H_X2_B4_DUO52HI53LO:J21|CPC005_PC3_24H_X3_B4_DUO52HI53LO:J21|CPC005_PC3_24H_X4_B5_DUO52HI53LO:J21|CPC005_PC3_24H_X5_B5_DUO52HI53LO:J21,,CPC,calcipotriol,1,1.0,0.0,BRD-K56429665_PC3_24.0
b4,1.11,1.0,uM,1.11 uM,24 h,24.0,h,PC3,BRD-K27316855-001-02-6,5,0.3766,188,0.26906,0.0,"0.22,0.18,0.18,0.23,0.19",0.0,0.0,0.348289,0.62628,21.67,82.8883,1,1,BRD-K27316855,CPC006_PC3_24H:I03,trt_cp,PC3,I03,CPC006_PC3_24H_X1_B4_DUO52HI53LO|CPC006_PC3_24H_X2_F1B3_DUO52HI53LO|CPC006_PC3_24H_X3_F1B3_DUO52HI53LO|CPC006_PC3_24H_X4_B4_DUO52HI53LO|CPC006_PC3_24H_X5_B4_DUO52HI53LO,CPC006_PC3_24H_X1_B4_DUO52HI53LO:I03|CPC006_PC3_24H_X2_F1B3_DUO52HI53LO:I03|CPC006_PC3_24H_X3_F1B3_DUO52HI53LO:I03|CPC006_PC3_24H_X4_B4_DUO52HI53LO:I03|CPC006_PC3_24H_X5_B4_DUO52HI53LO:I03,,CPC,calcitriol,0,1.0,0.0,BRD-K27316855_PC3_24.0
b4,1.11,1.0,uM,1.11 uM,24 h,24.0,h,MCF7,BRD-K27316855-001-02-6,5,0.214,125,0.165384,0.322754,"0.16,0.19,0.21,0.25,0.20",1.90358,13.0332,0.167637,0.35953,19.46,78.3233,1,1,BRD-K27316855,CPC006_MCF7_24H:I03,trt_cp,MCF7,I03,CPC006_MCF7_24H_X1_B4_DUO52HI53LO|CPC006_MCF7_24H_X2_B4_DUO52HI53LO|CPC006_MCF7_24H_X3_F1B3_DUO52HI53LO|CPC006_MCF7_24H_X4_B4_DUO52HI53LO|CPC006_MCF7_24H_X5_B4_DUO52HI53LO,CPC006_MCF7_24H_X1_B4_DUO52HI53LO:I03|CPC006_MCF7_24H_X2_B4_DUO52HI53LO:I03|CPC006_MCF7_24H_X3_F1B3_DUO52HI53LO:I03|CPC006_MCF7_24H_X4_B4_DUO52HI53LO:I03|CPC006_MCF7_24H_X5_B4_DUO52HI53LO:I03,,CPC,calcitriol,0,1.0,0.0,BRD-K27316855_MCF7_24.0
b5,10.0,10.0,uM,10 uM,24 h,24.0,h,PC3,BRD-A84327315,5,0.27,240,0.257406,1.52922,"""""""""""""""""""""""""""""""""",10.4923,5.20695,0.19341,0.455352,18.07,74.5047,0,0,BRD-A84327315,CPC014_PC3_24H:BRD-A84327315-001-01-1:10,trt_cp,PC3,P20,CPC014_PC3_24H_X1_B5_DUO52HI53LO|CPC014_PC3_24H_X2_B5_DUO52HI53LO|CPC014_PC3_24H_X3_F2B4_DUO52HI53LO|CPC014_PC3_24H_X4_B5_DUO52HI53LO|CPC014_PC3_24H_X5.L2_F2B5_DUO52HI53LO,CPC014_PC3_24H_X1_B5_DUO52HI53LO:P20|CPC014_PC3_24H_X2_B5_DUO52HI53LO:P20|CPC014_PC3_24H_X3_F2B4_DUO52HI53LO:P20|CPC014_PC3_24H_X4_B5_DUO52HI53LO:P20|CPC014_PC3_24H_X5.L2_F2B5_DUO52HI53LO:P20,,CPC,calcitriol,0,1.0,0.0,BRD-A84327315_PC3_24.0
f1b6,10.0,10.0,uM,10 uM,24 h,24.0,h,A549,BRD-K56429665,3,0.18,270,0.22292,4.87132,"""""""""""""""""""""""""""""""""",19.8682,21.1168,0.11628,0.409953,17.72,73.8157,0,0,BRD-K56429665,CPC011_A549_24H:BRD-K56429665-001-06-2:10,trt_cp,A549,N11,CPC011_A549_24H_X1_F1B6_DUO52HI53LO|CPC011_A549_24H_X3_F1B6_DUO52HI53LO|CPC011_A549_24H_X5_F1B6_DUO52HI53LO,CPC011_A549_24H_X1_F1B6_DUO52HI53LO:N11|CPC011_A549_24H_X3_F1B6_DUO52HI53LO:N11|CPC011_A549_24H_X5_F1B6_DUO52HI53LO:N11,,CPC,calcipotriol,0,1.0,0.0,BRD-K56429665_A549_24.0
f1b3,1.11,1.0,uM,1.11 uM,24 h,24.0,h,HA1E,BRD-K27316855-001-02-6,3,0.5267,287,0.393145,0.237643,"0.30,0.38,0.32",3.56289,6.69761,0.469001,0.58575,12.99,57.1059,0,0,BRD-K27316855,CPC006_HA1E_24H:I03,trt_cp,HA1E,I03,CPC006_HA1E_24H_X1.A2_F1B3_DUO52HI53LO|CPC006_HA1E_24H_X2_B3_DUO52HI53LO|CPC006_HA1E_24H_X3_B3_DUO52HI53LO,CPC006_HA1E_24H_X1.A2_F1B3_DUO52HI53LO:I03|CPC006_HA1E_24H_X2_B3_DUO52HI53LO:I03|CPC006_HA1E_24H_X3_B3_DUO52HI53LO:I03,,CPC,calcitriol,1,1.0,0.0,BRD-K27316855_HA1E_24.0
f1b6,10.0,10.0,uM,10 uM,24 h,24.0,h,A549,BRD-A84327315,3,0.29,93,0.166062,0.55814,"""""""""""""""""""""""""""""""""",40.3533,44.2837,0.0372584,0.122772,8.07,31.8691,0,0,BRD-A84327315,CPC014_A549_24H:BRD-A84327315-001-01-1:10,trt_cp,A549,P20,CPC014_A549_24H_X1_F1B6_DUO52HI53LO|CPC014_A549_24H_X2_F1B6_DUO52HI53LO|CPC014_A549_24H_X3_F1B6_DUO52HI53LO,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:P20|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:P20|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:P20,,CPC,calcitriol,0,1.0,0.0,BRD-A84327315_A549_24.0
b4,10.0,10.0,uM,10 uM,24 h,24.0,h,MCF7,BRD-K56429665,5,0.41,278,0.341385,0.0543774,"""""""""""""""""""""""""""""""""",1.39508,0.731952,0.154961,0.48615,25.57,88.4582,1,1,BRD-K56429665,CPC005_MCF7_24H:BRD-K56429665-001-03-9:10,trt_cp,MCF7,J21,CPC005_MCF7_24H_X1_B4_DUO52HI53LO|CPC005_MCF7_24H_X2_B4_DUO52HI53LO|CPC005_MCF7_24H_X3_B4_DUO52HI53LO|CPC005_MCF7_24H_X4_B5_DUO52HI53LO|CPC005_MCF7_24H_X5_F2B4_DUO52HI53LO,CPC005_MCF7_24H_X1_B4_DUO52HI53LO:J21|CPC005_MCF7_24H_X2_B4_DUO52HI53LO:J21|CPC005_MCF7_24H_X3_B4_DUO52HI53LO:J21|CPC005_MCF7_24H_X4_B5_DUO52HI53LO:J21|CPC005_MCF7_24H_X5_F2B4_DUO52HI53LO:J21,,CPC,calcipotriol,0,1.0,0.0,BRD-K56429665_MCF7_24.0
b3,1.11,1.0,uM,1.11 uM,24 h,24.0,h,A549,BRD-K27316855,3,0.18,132,0.155867,4.6832,"""""""""""""""""""""""""""""""""",23.5042,8.28204,0.0580941,0.456166,13.36,58.9721,0,0,BRD-K27316855,CPC006_A549_24H:BRD-K27316855-001-02-6:1,trt_cp,A549,I03,CPC006_A549_24H_X1_B3_DUO52HI53LO|CPC006_A549_24H_X2_B3_DUO52HI53LO|CPC006_A549_24H_X3_B3_DUO52HI53LO,CPC006_A549_24H_X1_B3_DUO52HI53LO:I03|CPC006_A549_24H_X2_B3_DUO52HI53LO:I03|CPC006_A549_24H_X3_B3_DUO52HI53LO:I03,,CPC,calcitriol,0,1.0,0.0,BRD-K27316855_A549_24.0
b3,10.0,10.0,uM,10 uM,24 h,24.0,h,A549,BRD-K56429665,3,0.31,168,0.230763,0.271739,"""""""""""""""""""""""""""""""""",0.537638,0.405774,0.303958,0.602383,25.52,88.3434,1,1,BRD-K56429665,CPC005_A549_24H:BRD-K56429665-001-03-9:10,trt_cp,A549,J21,CPC005_A549_24H_X1_B3_DUO52HI53LO|CPC005_A549_24H_X2_B3_DUO52HI53LO|CPC005_A549_24H_X3_B3_DUO52HI53LO,CPC005_A549_24H_X1_B3_DUO52HI53LO:J21|CPC005_A549_24H_X2_B3_DUO52HI53LO:J21|CPC005_A549_24H_X3_B3_DUO52HI53LO:J21,,CPC,calcipotriol,0,1.0,0.0,BRD-K56429665_A549_24.0
b3,10.0,10.0,uM,10 uM,24 h,24.0,h,PC3,BRD-K56429665,4,0.38,212,0.287006,0.0685871,"""""""""""""""""""""""""""""""""",0.404543,0.269219,0.329391,0.621029,20.96,81.3953,1,1,BRD-K56429665,CPC011_PC3_24H:BRD-K56429665-001-06-2:10,trt_cp,PC3,N11,CPC011_PC3_24H_X1_B3_DUO52HI53LO|CPC011_PC3_24H_X2_B3_DUO52HI53LO|CPC011_PC3_24H_X4_B5_DUO52HI53LO|CPC011_PC3_24H_X5_B5_DUO52HI53LO,CPC011_PC3_24H_X1_B3_DUO52HI53LO:N11|CPC011_PC3_24H_X2_B3_DUO52HI53LO:N11|CPC011_PC3_24H_X4_B5_DUO52HI53LO:N11|CPC011_PC3_24H_X5_B5_DUO52HI53LO:N11,,CPC,calcipotriol,0,1.0,0.0,BRD-K56429665_PC3_24.0
b5,10.0,10.0,uM,10 uM,24 h,24.0,h,MCF7,BRD-A84327315,3,0.16,297,0.220429,13.7866,"""""""""""""""""""""""""""""""""",21.8816,20.3664,0.0668784,0.365912,8.46,34.1085,0,0,BRD-A84327315,CPC014_MCF7_24H:BRD-A84327315-001-01-1:10,trt_cp,MCF7,P20,CPC014_MCF7_24H_X1_B5_DUO52HI53LO|CPC014_MCF7_24H_X3_B5_DUO52HI53LO|CPC014_MCF7_24H_X5_F2B4_DUO52HI53LO,CPC014_MCF7_24H_X1_B5_DUO52HI53LO:P20|CPC014_MCF7_24H_X3_B5_DUO52HI53LO:P20|CPC014_MCF7_24H_X5_F2B4_DUO52HI53LO:P20,,CPC,calcitriol,1,1.0,0.0,BRD-A84327315_MCF7_24.0
f1b6,10.0,10.0,uM,10 uM,24 h,24.0,h,A549,BRD-K27316855,3,0.39,228,0.30153,1.01103,"""""""""""""""""""""""""""""""""",18.0994,3.89757,0.128768,0.493243,17.72,73.8157,1,1,BRD-K27316855,CPC011_A549_24H:BRD-K27316855-001-09-1:10,trt_cp,A549,F06,CPC011_A549_24H_X1_F1B6_DUO52HI53LO|CPC011_A549_24H_X3_F1B6_DUO52HI53LO|CPC011_A549_24H_X5_F1B6_DUO52HI53LO,CPC011_A549_24H_X1_F1B6_DUO52HI53LO:F06|CPC011_A549_24H_X3_F1B6_DUO52HI53LO:F06|CPC011_A549_24H_X5_F1B6_DUO52HI53LO:F06,,CPC,calcitriol,0,1.0,0.0,BRD-K27316855_A549_24.0
b34,4.0,5.0,uM,4 uM,24 h,24.0,h,MCF7,BRD-K81332461,3,0.26,134,0.188742,0.451671,"0.42,0.28,0.30",3.27565,0.959657,0.243884,0.573604,12.65,55.2684,1,1,BRD-K81332461,MUC.CP008_MCF7_24H:H19,trt_cp,MCF7,H19,MUC.CP008_MCF7_24H_X1_B34|MUC.CP008_MCF7_24H_X2_B34|MUC.CP008_MCF7_24H_X3_B34,MUC.CP008_MCF7_24H_X1_B34:H19|MUC.CP008_MCF7_24H_X2_B34:H19|MUC.CP008_MCF7_24H_X3_B34:H19,,MUC,maxacalcitol,0,1.0,0.0,BRD-K81332461_MCF7_24.0
b34,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.18,60,0.105085,0.71048,"0.31,0.25,0.44",3.20713,6.00178,0.140911,0.451667,12.04,52.2825,1,1,BRD-K28731095,MUC.CP008_HA1E_24H:F10,trt_cp,HA1E,F10,MUC.CP008_HA1E_24H_X1_B34|MUC.CP008_HA1E_24H_X2_B34|MUC.CP008_HA1E_24H_X3_B34,MUC.CP008_HA1E_24H_X1_B34:F10|MUC.CP008_HA1E_24H_X2_B34:F10|MUC.CP008_HA1E_24H_X3_B34:F10,,MUC,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b34,0.06,0.0617284,uM,0.06 uM,24 h,24.0,h,HA1E,BRD-K81332461,3,0.13,98,0.114134,10.5462,"0.50,0.41,0.09",34.1701,30.0,0.0357881,0.229829,12.04,52.2825,0,1,BRD-K81332461,MUC.CP008_HA1E_24H:H23,trt_cp,HA1E,H23,MUC.CP008_HA1E_24H_X1_B34|MUC.CP008_HA1E_24H_X2_B34|MUC.CP008_HA1E_24H_X3_B34,MUC.CP008_HA1E_24H_X1_B34:H23|MUC.CP008_HA1E_24H_X2_B34:H23|MUC.CP008_HA1E_24H_X3_B34:H23,,MUC,maxacalcitol,0,1.0,0.0,BRD-K81332461_HA1E_24.0
b34,0.02,0.0205761,uM,0.02 uM,24 h,24.0,h,HA1E,BRD-K81332461,3,0.3,234,0.267916,2.46448,"0.35,0.47,0.18",11.4881,20.1586,0.168451,0.397458,12.04,52.2825,0,1,BRD-K81332461,MUC.CP008_HA1E_24H:H24,trt_cp,HA1E,H24,MUC.CP008_HA1E_24H_X1_B34|MUC.CP008_HA1E_24H_X2_B34|MUC.CP008_HA1E_24H_X3_B34,MUC.CP008_HA1E_24H_X1_B34:H24|MUC.CP008_HA1E_24H_X2_B34:H24|MUC.CP008_HA1E_24H_X3_B34:H24,,MUC,maxacalcitol,0,1.0,0.0,BRD-K81332461_HA1E_24.0
b34,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,MCF7,BRD-K28731095,3,0.24,77,0.137462,1.7841,"0.39,0.40,0.21",4.47159,6.45512,0.112343,0.432736,12.65,55.2684,1,1,BRD-K28731095,MUC.CP008_MCF7_24H:F12,trt_cp,MCF7,F12,MUC.CP008_MCF7_24H_X1_B34|MUC.CP008_MCF7_24H_X2_B34|MUC.CP008_MCF7_24H_X3_B34,MUC.CP008_MCF7_24H_X1_B34:F12|MUC.CP008_MCF7_24H_X2_B34:F12|MUC.CP008_MCF7_24H_X3_B34:F12,,MUC,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
b34,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.08,81,0.0813988,28.7744,"0.46,0.46,0.08",70.2292,38.1333,-0.0517934,0.156389,12.04,52.2825,0,1,BRD-K28731095,MUC.CP008_HA1E_24H:F11,trt_cp,HA1E,F11,MUC.CP008_HA1E_24H_X1_B34|MUC.CP008_HA1E_24H_X2_B34|MUC.CP008_HA1E_24H_X3_B34,MUC.CP008_HA1E_24H_X1_B34:F11|MUC.CP008_HA1E_24H_X2_B34:F11|MUC.CP008_HA1E_24H_X3_B34:F11,,MUC,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b34,10.0,10.0,uM,10 uM,24 h,24.0,h,MCF7,BRD-K28731095,3,0.43,244,0.327537,0.0225836,"0.33,0.34,0.33",0.0,0.0,0.419933,0.729542,12.65,55.2684,1,1,BRD-K28731095,MUC.CP008_MCF7_24H:F07,trt_cp,MCF7,F07,MUC.CP008_MCF7_24H_X1_B34|MUC.CP008_MCF7_24H_X2_B34|MUC.CP008_MCF7_24H_X3_B34,MUC.CP008_MCF7_24H_X1_B34:F07|MUC.CP008_MCF7_24H_X2_B34:F07|MUC.CP008_MCF7_24H_X3_B34:F07,,MUC,calcitriol,1,1.0,0.0,BRD-K28731095_MCF7_24.0
b34,1.67,1.66667,uM,1.67 uM,24 h,24.0,h,HA1E,BRD-K81332461,3,0.07,65,0.0682082,23.2016,"0.29,0.21,0.50",30.308,11.7487,0.0567711,0.357573,12.04,52.2825,0,1,BRD-K81332461,MUC.CP008_HA1E_24H:H20,trt_cp,HA1E,H20,MUC.CP008_HA1E_24H_X1_B34|MUC.CP008_HA1E_24H_X2_B34|MUC.CP008_HA1E_24H_X3_B34,MUC.CP008_HA1E_24H_X1_B34:H20|MUC.CP008_HA1E_24H_X2_B34:H20|MUC.CP008_HA1E_24H_X3_B34:H20,,MUC,maxacalcitol,0,1.0,0.0,BRD-K81332461_HA1E_24.0
b34,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,MCF7,BRD-K28731095,3,0.26,118,0.177116,0.225836,"0.38,0.32,0.30",2.87709,1.50948,0.236411,0.570423,12.65,55.2684,1,1,BRD-K28731095,MUC.CP008_MCF7_24H:F09,trt_cp,MCF7,F09,MUC.CP008_MCF7_24H_X1_B34|MUC.CP008_MCF7_24H_X2_B34|MUC.CP008_MCF7_24H_X3_B34,MUC.CP008_MCF7_24H_X1_B34:F09|MUC.CP008_MCF7_24H_X2_B34:F09|MUC.CP008_MCF7_24H_X3_B34:F09,,MUC,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
b34,0.06,0.0617284,uM,0.06 uM,24 h,24.0,h,MCF7,BRD-K81332461,3,0.4,142,0.240993,0.0451671,"0.38,0.31,0.31",0.273973,0.136986,0.398288,0.593956,12.65,55.2684,1,1,BRD-K81332461,MUC.CP008_MCF7_24H:H23,trt_cp,MCF7,H23,MUC.CP008_MCF7_24H_X1_B34|MUC.CP008_MCF7_24H_X2_B34|MUC.CP008_MCF7_24H_X3_B34,MUC.CP008_MCF7_24H_X1_B34:H23|MUC.CP008_MCF7_24H_X2_B34:H23|MUC.CP008_MCF7_24H_X3_B34:H23,,MUC,maxacalcitol,0,1.0,0.0,BRD-K81332461_MCF7_24.0
b34,0.37,0.37037,uM,0.37 uM,24 h,24.0,h,MCF7,BRD-K28731095,3,0.29,116,0.185464,2.21319,"0.45,0.41,0.14",10.3155,0.676916,0.0912687,0.520645,12.65,55.2684,1,1,BRD-K28731095,MUC.CP008_MCF7_24H:F10,trt_cp,MCF7,F10,MUC.CP008_MCF7_24H_X1_B34|MUC.CP008_MCF7_24H_X2_B34|MUC.CP008_MCF7_24H_X3_B34,MUC.CP008_MCF7_24H_X1_B34:F10|MUC.CP008_MCF7_24H_X2_B34:F10|MUC.CP008_MCF7_24H_X3_B34:F10,,MUC,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
b34,0.125,0.123457,uM,0.125 uM,24 h,24.0,h,MCF7,BRD-K28731095,3,0.26,82,0.147647,0.542005,"0.36,0.31,0.33",1.20482,1.62643,0.240892,0.512152,12.65,55.2684,1,1,BRD-K28731095,MUC.CP008_MCF7_24H:F11,trt_cp,MCF7,F11,MUC.CP008_MCF7_24H_X1_B34|MUC.CP008_MCF7_24H_X2_B34|MUC.CP008_MCF7_24H_X3_B34,MUC.CP008_MCF7_24H_X1_B34:F11|MUC.CP008_MCF7_24H_X2_B34:F11|MUC.CP008_MCF7_24H_X3_B34:F11,,MUC,calcitriol,0,1.0,0.0,BRD-K28731095_MCF7_24.0
b34,0.2,0.185185,uM,0.2 uM,24 h,24.0,h,MCF7,BRD-K81332461,3,0.3,139,0.20649,2.03252,"0.23,0.39,0.38",10.1566,5.00036,0.153281,0.481248,12.65,55.2684,0,1,BRD-K81332461,MUC.CP008_MCF7_24H:H22,trt_cp,MCF7,H22,MUC.CP008_MCF7_24H_X1_B34|MUC.CP008_MCF7_24H_X2_B34|MUC.CP008_MCF7_24H_X3_B34,MUC.CP008_MCF7_24H_X1_B34:H22|MUC.CP008_MCF7_24H_X2_B34:H22|MUC.CP008_MCF7_24H_X3_B34:H22,,MUC,maxacalcitol,0,1.0,0.0,BRD-K81332461_MCF7_24.0
b34,0.04,0.0411523,uM,0.04 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.08,63,0.071787,12.167,"0.13,0.41,0.46",39.5273,84.2667,0.0247097,-0.194887,12.04,52.2825,0,1,BRD-K28731095,MUC.CP008_HA1E_24H:F12,trt_cp,HA1E,F12,MUC.CP008_HA1E_24H_X1_B34|MUC.CP008_HA1E_24H_X2_B34|MUC.CP008_HA1E_24H_X3_B34,MUC.CP008_HA1E_24H_X1_B34:F12|MUC.CP008_HA1E_24H_X2_B34:F12|MUC.CP008_HA1E_24H_X3_B34:F12,,MUC,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b34,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.11,63,0.0841777,7.77087,"0.28,0.34,0.38",10.2774,2.0025,0.0820973,0.467656,12.04,52.2825,1,1,BRD-K28731095,MUC.CP008_HA1E_24H:F08,trt_cp,HA1E,F08,MUC.CP008_HA1E_24H_X1_B34|MUC.CP008_HA1E_24H_X2_B34|MUC.CP008_HA1E_24H_X3_B34,MUC.CP008_HA1E_24H_X1_B34:F08|MUC.CP008_HA1E_24H_X2_B34:F08|MUC.CP008_HA1E_24H_X3_B34:F08,,MUC,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b34,0.5,0.555556,uM,0.5 uM,24 h,24.0,h,HA1E,BRD-K81332461,3,0.17,74,0.113415,5.59503,"0.23,0.48,0.29",6.8,11.7529,0.136492,0.441111,12.04,52.2825,0,1,BRD-K81332461,MUC.CP008_HA1E_24H:H21,trt_cp,HA1E,H21,MUC.CP008_HA1E_24H_X1_B34|MUC.CP008_HA1E_24H_X2_B34|MUC.CP008_HA1E_24H_X3_B34,MUC.CP008_HA1E_24H_X1_B34:H21|MUC.CP008_HA1E_24H_X2_B34:H21|MUC.CP008_HA1E_24H_X3_B34:H21,,MUC,maxacalcitol,0,1.0,0.0,BRD-K81332461_HA1E_24.0
b34,0.2,0.185185,uM,0.2 uM,24 h,24.0,h,HA1E,BRD-K81332461,3,0.07,64,0.0676814,17.9618,"0.25,0.50,0.25",17.8667,33.1244,0.0714109,0.237506,12.04,52.2825,0,1,BRD-K81332461,MUC.CP008_HA1E_24H:H22,trt_cp,HA1E,H22,MUC.CP008_HA1E_24H_X1_B34|MUC.CP008_HA1E_24H_X2_B34|MUC.CP008_HA1E_24H_X3_B34,MUC.CP008_HA1E_24H_X1_B34:H22|MUC.CP008_HA1E_24H_X2_B34:H22|MUC.CP008_HA1E_24H_X3_B34:H22,,MUC,maxacalcitol,0,1.0,0.0,BRD-K81332461_HA1E_24.0
b34,1.11,1.11111,uM,1.11 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.21,131,0.167717,1.15453,"0.30,0.24,0.47",4.01069,22.4275,0.175099,0.369048,12.04,52.2825,1,1,BRD-K28731095,MUC.CP008_HA1E_24H:F09,trt_cp,HA1E,F09,MUC.CP008_HA1E_24H_X1_B34|MUC.CP008_HA1E_24H_X2_B34|MUC.CP008_HA1E_24H_X3_B34,MUC.CP008_HA1E_24H_X1_B34:F09|MUC.CP008_HA1E_24H_X2_B34:F09|MUC.CP008_HA1E_24H_X3_B34:F09,,MUC,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
b34,10.0,10.0,uM,10 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.23,137,0.179496,1.33215,"0.41,0.26,0.33",4.26738,0.266667,0.170495,0.513104,12.04,52.2825,1,1,BRD-K28731095,MUC.CP008_HA1E_24H:F07,trt_cp,HA1E,F07,MUC.CP008_HA1E_24H_X1_B34|MUC.CP008_HA1E_24H_X2_B34|MUC.CP008_HA1E_24H_X3_B34,MUC.CP008_HA1E_24H_X1_B34:F07|MUC.CP008_HA1E_24H_X2_B34:F07|MUC.CP008_HA1E_24H_X3_B34:F07,,MUC,calcitriol,1,1.0,0.0,BRD-K28731095_HA1E_24.0
b34,0.5,0.555556,uM,0.5 uM,24 h,24.0,h,MCF7,BRD-K81332461,3,0.3,148,0.21307,0.519422,"0.38,0.29,0.33",2.05893,1.64421,0.258217,0.558133,12.65,55.2684,1,1,BRD-K81332461,MUC.CP008_MCF7_24H:H21,trt_cp,MCF7,H21,MUC.CP008_MCF7_24H_X1_B34|MUC.CP008_MCF7_24H_X2_B34|MUC.CP008_MCF7_24H_X3_B34,MUC.CP008_MCF7_24H_X1_B34:H21|MUC.CP008_MCF7_24H_X2_B34:H21|MUC.CP008_MCF7_24H_X3_B34:H21,,MUC,maxacalcitol,0,1.0,0.0,BRD-K81332461_MCF7_24.0
b34,1.67,1.66667,uM,1.67 uM,24 h,24.0,h,MCF7,BRD-K81332461,3,0.4,246,0.317196,10.2078,"0.46,0.04,0.49",41.3973,38.1255,0.0412314,0.235727,12.65,55.2684,0,1,BRD-K81332461,MUC.CP008_MCF7_24H:H20,trt_cp,MCF7,H20,MUC.CP008_MCF7_24H_X1_B34|MUC.CP008_MCF7_24H_X2_B34|MUC.CP008_MCF7_24H_X3_B34,MUC.CP008_MCF7_24H_X1_B34:H20|MUC.CP008_MCF7_24H_X2_B34:H20|MUC.CP008_MCF7_24H_X3_B34:H20,,MUC,maxacalcitol,0,1.0,0.0,BRD-K81332461_MCF7_24.0
b23,10.0,10.0,uM,10 uM,24 h,24.0,h,PC3,BRD-K81332461,3,0.4308,250,0.331847,0.574713,"0.30,0.35,0.35",1.99151,0.265957,0.338902,0.76129,13.08,57.7089,1,1,BRD-K81332461,REP.A021_PC3_24H:D01,trt_cp,PC3,D01,REP.A021_PC3_24H_X1_B23|REP.A021_PC3_24H_X2_B23|REP.A021_PC3_24H_X3_B23,REP.A021_PC3_24H_X1_B23:D01|REP.A021_PC3_24H_X2_B23:D01|REP.A021_PC3_24H_X3_B23:D01,,REP,maxacalcitol,0,1.0,0.0,BRD-K81332461_PC3_24.0
b22,3.33,3.33333,uM,3.33 uM,24 h,24.0,h,HA1E,BRD-K28731095,3,0.3013,116,0.189042,0.13465,"0.36,0.31,0.33",2.71629,0.806111,0.267172,0.529633,8.86,36.2331,1,1,BRD-K28731095,REP.A001_HA1E_24H:I14,trt_cp,HA1E,I14,REP.A001_HA1E_24H_X1_B22|REP.A001_HA1E_24H_X2_B22|REP.A001_HA1E_24H_X3_B22,REP.A001_HA1E_24H_X1_B22:I14|REP.A001_HA1E_24H_X2_B22:I14|REP.A001_HA1E_24H_X3_B22:I14,,REP,calcitriol,0,1.0,0.0,BRD-K28731095_HA1E_24.0
