bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_itime,pert_time_unit,cell_mfc_name,pert_mfc_id,det_plate,det_well,rna_plate,rna_well,count_mean,count_cv,qc_f_logp,qc_iqr,qc_slope,pert_id,sample_id,pert_type,cell_iname,qc_pass,dyn_range,inv_level_10,build_name,failure_mode,project_code,cmap_name
b22,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K28731095,REP.A001_HA1E_24H_X2_B22,I13,REP.A001_HA1E_24H_X2,I13,74,20,6.1,8.97,57,BRD-K28731095,REP.A001_HA1E_24H_X2_B22:I13,trt_cp,HA1E,1.0,27.5674,2453.5,,,REP,calcitriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K56429665,ASG002_A549_24H_X2_B34,A22,ASG002_A549_24H_X2,A22,83,15,6.8,9.41,57,BRD-K56429665,ASG002_A549_24H_X2_B34:A22,trt_cp,A549,1.0,21.0098,3214.5,,,ASG,calcipotriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K27316855,ASG002_A549_24H_X3_B34,O07,ASG002_A549_24H_X3,O07,98,15,7.7,14.29,59,BRD-K27316855,ASG002_A549_24H_X3_B34:O07,trt_cp,A549,0.0,20.5636,1131.0,,inv_level_10,ASG,calcitriol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K27316855,ASG003_A549_24H_X25_B40,G22,ASG003_A549_24H_X25,G22,99,14,5.8,12.4,54,BRD-K27316855,ASG003_A549_24H_X25_B40:G22,trt_cp,A549,1.0,30.6901,5892.5,,,ASG,calcitriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K28731095,MUC.CP008_MCF7_24H_X1_B34,F07,MUC.CP008_MCF7_24H_X1,F07,91,15,7.1,9.82,56,BRD-K28731095,MUC.CP008_MCF7_24H_X1_B34:F07,trt_cp,MCF7,1.0,16.3115,2618.0,,,MUC,calcitriol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K28456624,LKCP001_A549_24H_X4_B40,N10,LKCP001_A549_24H_X4,N10,63,15,6.1,14.3,55,BRD-K28456624,LKCP001_A549_24H_X4_B40:N10,trt_cp,A549,1.0,23.2655,5258.0,,,LKCP,seocalcitol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K73237276,LKCP001_U2OS_24H_X4_B41,J22,LKCP001_U2OS_24H_X4,J22,102,13,6.6,14.08,55,BRD-K73237276,LKCP001_U2OS_24H_X4_B41:J22,trt_cp,U2OS,1.0,10.4664,4668.0,,,LKCP,tacalcitol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K84163249,REP.A021_PC3_24H_X2_B23,J19,REP.A021_PC3_24H_X2,J19,48,18,10.2,7.16,54,BRD-K84163249,REP.A021_PC3_24H_X2_B23:J19,trt_cp,PC3,1.0,13.2102,3613.0,,,REP,ercalcitriol
b33,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A84327315,MOAR002_PC3_24H_X2_B33,B22,MOAR002_PC3_24H_X2,B22,84,13,6.9,8.23,57,BRD-A84327315,MOAR002_PC3_24H_X2_B33:B22,trt_cp,PC3,1.0,16.2208,3195.5,,,MOAR,calcitriol
b40,10.0,10.0001,uM,10 uM,24.0,24 h,h,A549,BRD-K56429665,ASG003_A549_24H_X22_B40,G19,ASG003_A549_24H_X22,G19,119,12,5.5,12.56,54,BRD-K56429665,ASG003_A549_24H_X22_B40:G19,trt_cp,A549,1.0,29.0903,4189.0,,,ASG,calcipotriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K84163249,LKCP001_U2OS_24H_X5_B41,F07,LKCP001_U2OS_24H_X5,F07,96,13,5.2,11.53,54,BRD-K84163249,LKCP001_U2OS_24H_X5_B41:F07,trt_cp,U2OS,1.0,15.6228,5882.0,,,LKCP,ercalcitriol
f1b6,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K56429665,CPC011_A549_24H_X5_F1B6_DUO52HI53LO,N11,CPC011_A549_24H_X5,N11,80,19,8.8,15.86,67,BRD-K56429665,CPC011_A549_24H_X5_F1B6_DUO52HI53LO:N11,trt_cp,A549,0.0,6.10268,2050.5,,qc_iqr,CPC,calcipotriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127-001-01-2,CRCGN004_HA1E_24H_X8_F1B7_DUO52HI53LO,L12,CRCGN004_HA1E_24H_X8,L12,67,21,7.7,9.35,65,BRD-A31158127,CRCGN004_HA1E_24H_X8_F1B7_DUO52HI53LO:L12,trt_cp,HA1E,1.0,4.89509,2939.5,,,CRCGN,calcipotriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K60585088,REP.A014_MCF7_24H_X3_B23,H19,REP.A014_MCF7_24H_X3,H19,60,17,4.4,16.8,59,BRD-K60585088,REP.A014_MCF7_24H_X3_B23:H19,trt_cp,MCF7,0.0,8.66869,2852.0,,"qc_f_logp,qc_iqr",REP,paricalcitol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K28456624,LKCP001_U2OS_24H_X4_B41,N10,LKCP001_U2OS_24H_X4,N10,96,13,7.2,12.52,55,BRD-K28456624,LKCP001_U2OS_24H_X4_B41:N10,trt_cp,U2OS,1.0,8.78901,5040.5,,,LKCP,seocalcitol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K73237276,LKCP001_MCF7_24H_X5.A2_B41,J22,LKCP001_MCF7_24H_X5.A2,J22,95,14,6.1,10.76,57,BRD-K73237276,LKCP001_MCF7_24H_X5.A2_B41:J22,trt_cp,MCF7,1.0,16.5988,2689.0,,,LKCP,tacalcitol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A66229260-001-01-6,CRCGN004_HA1E_24H_X7_F1B7_DUO52HI53LO,D20,CRCGN004_HA1E_24H_X7,D20,101,19,8.2,9.43,65,BRD-A66229260,CRCGN004_HA1E_24H_X7_F1B7_DUO52HI53LO:D20,trt_cp,HA1E,1.0,5.37757,2350.0,,,CRCGN,calcitriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K28456624,LKCP001_A549_24H_X1.A2_B41,N10,LKCP001_A549_24H_X1.A2,N10,73,14,6.1,12.01,58,BRD-K28456624,LKCP001_A549_24H_X1.A2_B41:N10,trt_cp,A549,1.0,15.9064,4756.0,,,LKCP,seocalcitol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A31158127-001-01-2,CRCGN004_PC3_24H_X2_F1B7_DUO52HI53LO,O08,CRCGN004_PC3_24H_X2,O08,89,20,9.2,7.78,64,BRD-A31158127,CRCGN004_PC3_24H_X2_F1B7_DUO52HI53LO:O08,trt_cp,PC3,1.0,8.57006,2232.5,,,CRCGN,calcipotriol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K84163249,LKCP001_A549_24H_X4_B40,F07,LKCP001_A549_24H_X4,F07,84,13,6.6,15.24,55,BRD-K84163249,LKCP001_A549_24H_X4_B40:F07,trt_cp,A549,0.0,23.4397,4664.5,,qc_iqr,LKCP,ercalcitriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K84163249,LKCP001_U2OS_24H_X4_B41,F07,LKCP001_U2OS_24H_X4,F07,99,13,6.1,12.53,54,BRD-K84163249,LKCP001_U2OS_24H_X4_B41:F07,trt_cp,U2OS,1.0,14.8478,5464.0,,,LKCP,ercalcitriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A31158127-001-01-2,CRCGN004_PC3_24H_X1_F1B7_DUO52HI53LO,O08,CRCGN004_PC3_24H_X1,O08,95,22,8.7,8.0,65,BRD-A31158127,CRCGN004_PC3_24H_X1_F1B7_DUO52HI53LO:O08,trt_cp,PC3,1.0,5.50739,3354.0,,,CRCGN,calcipotriol
b3,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K56429665,CPC005_HA1E_24H_X1_B3_DUO52HI53LO,J21,CPC005_HA1E_24H_X1,J21,67,20,6.8,10.66,63,BRD-K56429665,CPC005_HA1E_24H_X1_B3_DUO52HI53LO:J21,trt_cp,HA1E,1.0,13.3937,2960.0,,,CPC,calcipotriol
f1b4,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127,CRCGN001_HA1E_24H_X2_F1B4_DUO52HI53LO,O08,CRCGN001_HA1E_24H_X2,O08,76,23,5.0,7.04,63,BRD-A31158127,CRCGN001_HA1E_24H_X2_F1B4_DUO52HI53LO:O08,trt_cp,HA1E,1.0,4.66751,1853.0,,,CRCGN,calcipotriol
b41,10.0,10.0001,uM,10 uM,24.0,24 h,h,U2OS,BRD-K56429665,ASG003_U2OS_24H_X1_B41,G19,ASG003_U2OS_24H_X1,G19,91,13,5.0,12.1,57,BRD-K56429665,ASG003_U2OS_24H_X1_B41:G19,trt_cp,U2OS,1.0,8.94174,4681.0,,,ASG,calcipotriol
b27,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K28731095,REP.A001_MCF7_24H_X2_B27,I13,REP.A001_MCF7_24H_X2,I13,84,52,5.3,14.31,61,BRD-K28731095,REP.A001_MCF7_24H_X2_B27:I13,trt_cp,MCF7,0.0,52.3,523.0,,"count_cv,inv_level_10",REP,calcitriol
f1b4,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A66229260,CRCGN001_HA1E_24H_X2_F1B4_DUO52HI53LO,L19,CRCGN001_HA1E_24H_X2,L19,83,22,5.0,13.46,67,BRD-A66229260,CRCGN001_HA1E_24H_X2_F1B4_DUO52HI53LO:L19,trt_cp,HA1E,1.0,4.68365,1747.0,,,CRCGN,calcitriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A66229260-001-01-6,CRCGN004_HA1E_24H_X7_F1B7_DUO52HI53LO,J10,CRCGN004_HA1E_24H_X7,J10,90,20,7.7,9.97,65,BRD-A66229260,CRCGN004_HA1E_24H_X7_F1B7_DUO52HI53LO:J10,trt_cp,HA1E,0.0,4.40017,2611.5,,dyn_range,CRCGN,calcitriol
b6,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K96390176,CPD002_PC3_24H_X3_B6_DUO52HI53LO,K07,CPD002_PC3_24H_X3,K07,76,18,8.2,10.56,66,BRD-K96390176,CPD002_PC3_24H_X3_B6_DUO52HI53LO:K07,trt_cp,PC3,1.0,5.31201,3405.0,,,CPD,calcipotriol
b5,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A84327315,CPC014_PC3_24H_X1_B5_DUO52HI53LO,P20,CPC014_PC3_24H_X1,P20,40,21,5.7,16.44,70,BRD-A84327315,CPC014_PC3_24H_X1_B5_DUO52HI53LO:P20,trt_cp,PC3,0.0,2.41765,2657.0,,"qc_iqr,dyn_range",CPC,calcitriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K60585088,REP.A014_HA1E_24H_X2_B23,H19,REP.A014_HA1E_24H_X2,H19,62,17,5.6,7.74,56,BRD-K60585088,REP.A014_HA1E_24H_X2_B23:H19,trt_cp,HA1E,1.0,13.594,4051.0,,,REP,paricalcitol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K84163249,REP.A021_HA1E_24H_X3_B23,J19,REP.A021_HA1E_24H_X3,J19,74,16,5.7,7.89,55,BRD-K84163249,REP.A021_HA1E_24H_X3_B23:J19,trt_cp,HA1E,1.0,24.1774,3203.5,,,REP,ercalcitriol
b25,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K84163249,REP.A021_A549_24H_X1_B25,J19,REP.A021_A549_24H_X1,J19,62,24,6.3,8.86,56,BRD-K84163249,REP.A021_A549_24H_X1_B25:J19,trt_cp,A549,1.0,22.5194,3772.0,,,REP,ercalcitriol
f2b4,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A84327315,CPC014_PC3_24H_X3_F2B4_DUO52HI53LO,P20,CPC014_PC3_24H_X3,P20,77,28,5.7,16.53,70,BRD-A84327315,CPC014_PC3_24H_X3_F2B4_DUO52HI53LO:P20,trt_cp,PC3,0.0,4.57594,1883.0,,"count_cv,qc_iqr,dyn_range",CPC,calcitriol
b5,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-A84327315,CPC014_MCF7_24H_X3_B5_DUO52HI53LO,P20,CPC014_MCF7_24H_X3,P20,97,16,6.6,12.34,64,BRD-A84327315,CPC014_MCF7_24H_X3_B5_DUO52HI53LO:P20,trt_cp,MCF7,1.0,7.79432,3979.0,,,CPC,calcitriol
b18,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-A84327315,LUNG001_A549_24H_X1_B18,M16,LUNG001_A549_24H_X1,M16,53,17,10.4,7.51,55,BRD-A84327315,LUNG001_A549_24H_X1_B18:M16,trt_cp,A549,1.0,34.1209,3105.0,,,LUNG,calcitriol
b41,10.0,10.0001,uM,10 uM,24.0,24 h,h,MCF7,BRD-K56429665,ASG003_MCF7_24H_X3.A2_B41,G19,ASG003_MCF7_24H_X3.A2,G19,96,12,6.7,14.29,58,BRD-K56429665,ASG003_MCF7_24H_X3.A2_B41:G19,trt_cp,MCF7,1.0,13.9264,3593.0,,,ASG,calcipotriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K28456624,LKCP001_U2OS_24H_X5_B41,N10,LKCP001_U2OS_24H_X5,N10,84,13,5.4,13.42,55,BRD-K28456624,LKCP001_U2OS_24H_X5_B41:N10,trt_cp,U2OS,1.0,15.168,5597.0,,,LKCP,seocalcitol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127-001-01-2,CRCGN004_HA1E_24H_X8_F1B7_DUO52HI53LO,O08,CRCGN004_HA1E_24H_X8,O08,88,20,7.7,9.04,64,BRD-A31158127,CRCGN004_HA1E_24H_X8_F1B7_DUO52HI53LO:O08,trt_cp,HA1E,1.0,6.62157,3377.0,,,CRCGN,calcipotriol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K27316855,ASG003_A549_24H_X23_B40,G22,ASG003_A549_24H_X23,G22,70,30,6.0,9.86,56,BRD-K27316855,ASG003_A549_24H_X23_B40:G22,trt_cp,A549,0.0,31.4848,2078.0,,count_cv,ASG,calcitriol
b5,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K56429665,CPC005_PC3_24H_X5_B5_DUO52HI53LO,J21,CPC005_PC3_24H_X5,J21,79,16,8.7,7.95,64,BRD-K56429665,CPC005_PC3_24H_X5_B5_DUO52HI53LO:J21,trt_cp,PC3,1.0,6.79286,3804.0,,,CPC,calcipotriol
b41,10.0,10.0001,uM,10 uM,24.0,24 h,h,U2OS,BRD-K56429665,ASG003_U2OS_24H_X2.A2_B41,G19,ASG003_U2OS_24H_X2.A2,G19,79,14,5.9,10.91,59,BRD-K56429665,ASG003_U2OS_24H_X2.A2_B41:G19,trt_cp,U2OS,1.0,16.4591,3621.0,,,ASG,calcipotriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K28456624,LKCP001_U2OS_24H_X3_B41,N10,LKCP001_U2OS_24H_X3,N10,97,13,5.2,13.54,56,BRD-K28456624,LKCP001_U2OS_24H_X3_B41:N10,trt_cp,U2OS,1.0,10.883,5115.0,,,LKCP,seocalcitol
f1b4,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127,CRCGN001_HA1E_24H_X3_F1B4_DUO52HI53LO,O08,CRCGN001_HA1E_24H_X3,O08,67,24,7.7,14.9,66,BRD-A31158127,CRCGN001_HA1E_24H_X3_F1B4_DUO52HI53LO:O08,trt_cp,HA1E,0.0,5.44349,1589.5,,inv_level_10,CRCGN,calcipotriol
b6,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K96390176,CPD002_PC3_24H_X2_B6_DUO52HI53LO,K07,CPD002_PC3_24H_X2,K07,74,18,8.1,9.52,64,BRD-K96390176,CPD002_PC3_24H_X2_B6_DUO52HI53LO:K07,trt_cp,PC3,1.0,7.87987,3640.5,,,CPD,calcipotriol
b25,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K73237276,REP.A022_A549_24H_X2_B25,L01,REP.A022_A549_24H_X2,L01,56,25,7.6,7.92,54,BRD-K73237276,REP.A022_A549_24H_X2_B25:L01,trt_cp,A549,1.0,18.6281,3707.0,,,REP,tacalcitol
b4,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K56429665,CPC005_PC3_24H_X3_B4_DUO52HI53LO,J21,CPC005_PC3_24H_X3,J21,87,19,7.9,9.3,61,BRD-K56429665,CPC005_PC3_24H_X3_B4_DUO52HI53LO:J21,trt_cp,PC3,1.0,12.9647,3669.0,,,CPC,calcipotriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K73237276,REP.A022_MCF7_24H_X2_B23,L01,REP.A022_MCF7_24H_X2,L01,63,16,7.3,7.61,53,BRD-K73237276,REP.A022_MCF7_24H_X2_B23:L01,trt_cp,MCF7,1.0,21.2444,4780.0,,,REP,tacalcitol
f1b6,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K56429665,CPC011_A549_24H_X1_F1B6_DUO52HI53LO,N11,CPC011_A549_24H_X1,N11,72,18,11.0,10.0,64,BRD-K56429665,CPC011_A549_24H_X1_F1B6_DUO52HI53LO:N11,trt_cp,A549,1.0,9.38115,2289.0,,,CPC,calcipotriol
b5,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K56429665,CPC011_PC3_24H_X5_B5_DUO52HI53LO,N11,CPC011_PC3_24H_X5,N11,77,15,7.8,8.93,64,BRD-K56429665,CPC011_PC3_24H_X5_B5_DUO52HI53LO:N11,trt_cp,PC3,1.0,6.51834,4087.0,,,CPC,calcipotriol
b5,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A84327315,CPC014_PC3_24H_X4_B5_DUO52HI53LO,P20,CPC014_PC3_24H_X4,P20,82,16,9.0,12.54,65,BRD-A84327315,CPC014_PC3_24H_X4_B5_DUO52HI53LO:P20,trt_cp,PC3,1.0,6.43706,1841.0,,,CPC,calcitriol
b18,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K27316855,LUNG001_A549_24H_X2_B18,O12,LUNG001_A549_24H_X2,O12,53,17,8.9,8.04,56,BRD-K27316855,LUNG001_A549_24H_X2_B18:O12,trt_cp,A549,1.0,22.2531,3560.5,,,LUNG,calcitriol
b38,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K56429665,ASG002_PC3_24H_X6_B38,A22,ASG002_PC3_24H_X6,A22,89,14,6.9,10.97,55,BRD-K56429665,ASG002_PC3_24H_X6_B38:A22,trt_cp,PC3,1.0,33.2676,3543.0,,,ASG,calcipotriol
f2b4,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K56429665,CPC005_MCF7_24H_X5_F2B4_DUO52HI53LO,J21,CPC005_MCF7_24H_X5,J21,75,27,8.9,11.58,66,BRD-K56429665,CPC005_MCF7_24H_X5_F2B4_DUO52HI53LO:J21,trt_cp,MCF7,0.0,6.86186,2285.0,,count_cv,CPC,calcipotriol
b5,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-A84327315,CPC014_MCF7_24H_X1_B5_DUO52HI53LO,P20,CPC014_MCF7_24H_X1,P20,86,16,5.3,33.37,71,BRD-A84327315,CPC014_MCF7_24H_X1_B5_DUO52HI53LO:P20,trt_cp,MCF7,0.0,3.73081,1580.0,,"inv_level_10,qc_iqr,dyn_range",CPC,calcitriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K56429665,ASG002_A549_24H_X3_B34,A22,ASG002_A549_24H_X3,A22,45,19,5.9,14.26,61,BRD-K56429665,ASG002_A549_24H_X3_B34:A22,trt_cp,A549,0.0,16.7614,1475.0,,inv_level_10,ASG,calcipotriol
b40,10.0,10.0001,uM,10 uM,24.0,24 h,h,A549,BRD-K56429665,ASG003_A549_24H_X24_B40,G19,ASG003_A549_24H_X24,G19,106,12,6.2,12.52,54,BRD-K56429665,ASG003_A549_24H_X24_B40:G19,trt_cp,A549,1.0,29.2604,4945.0,,,ASG,calcipotriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K73237276,LKCP001_U2OS_24H_X2.A2_B41,J22,LKCP001_U2OS_24H_X2.A2,J22,86,13,6.1,11.19,57,BRD-K73237276,LKCP001_U2OS_24H_X2.A2_B41:J22,trt_cp,U2OS,1.0,11.3531,4598.0,,,LKCP,tacalcitol
b24,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K28456624,REP.A009_HA1E_24H_X1_B24,D01,REP.A009_HA1E_24H_X1,D01,73,14,5.5,10.07,51,BRD-K28456624,REP.A009_HA1E_24H_X1_B24:D01,trt_cp,HA1E,0.0,11.1172,4080.0,,qc_slope,REP,seocalcitol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K73237276,LKCP001_MCF7_24H_X4_B41,J22,LKCP001_MCF7_24H_X4,J22,81,14,7.0,13.9,54,BRD-K73237276,LKCP001_MCF7_24H_X4_B41:J22,trt_cp,MCF7,1.0,16.9905,3585.0,,,LKCP,tacalcitol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K81332461,REP.A021_HA1E_24H_X2_B23,D01,REP.A021_HA1E_24H_X2,D01,63,16,5.5,8.43,56,BRD-K81332461,REP.A021_HA1E_24H_X2_B23:D01,trt_cp,HA1E,1.0,18.6234,3585.0,,,REP,maxacalcitol
b24,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K28456624,REP.A009_HA1E_24H_X2_B24,D01,REP.A009_HA1E_24H_X2,D01,70,15,6.4,8.77,51,BRD-K28456624,REP.A009_HA1E_24H_X2_B24:D01,trt_cp,HA1E,0.0,13.6184,5032.0,,qc_slope,REP,seocalcitol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K84163249,LKCP001_A549_24H_X1.A2_B41,F07,LKCP001_A549_24H_X1.A2,F07,77,13,6.2,13.8,58,BRD-K84163249,LKCP001_A549_24H_X1.A2_B41:F07,trt_cp,A549,1.0,13.0462,5225.0,,,LKCP,ercalcitriol
f1b6,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K27316855,CPC011_A549_24H_X5_F1B6_DUO52HI53LO,F06,CPC011_A549_24H_X5,F06,75,21,11.8,15.03,66,BRD-K27316855,CPC011_A549_24H_X5_F1B6_DUO52HI53LO:F06,trt_cp,A549,0.0,7.37025,2229.5,,qc_iqr,CPC,calcitriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127-001-01-2,CRCGN004_HA1E_24H_X6_F1B7_DUO52HI53LO,O08,CRCGN004_HA1E_24H_X6,O08,92,24,8.0,10.29,64,BRD-A31158127,CRCGN004_HA1E_24H_X6_F1B7_DUO52HI53LO:O08,trt_cp,HA1E,1.0,9.88587,1819.0,,,CRCGN,calcipotriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A66229260-001-01-6,CRCGN004_HA1E_24H_X8_F1B7_DUO52HI53LO,D20,CRCGN004_HA1E_24H_X8,D20,91,20,7.0,10.42,66,BRD-A66229260,CRCGN004_HA1E_24H_X8_F1B7_DUO52HI53LO:D20,trt_cp,HA1E,1.0,5.70562,2539.0,,,CRCGN,calcitriol
b4,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K56429665,CPC005_PC3_24H_X2_B4_DUO52HI53LO,J21,CPC005_PC3_24H_X2,J21,103,18,8.2,8.9,60,BRD-K56429665,CPC005_PC3_24H_X2_B4_DUO52HI53LO:J21,trt_cp,PC3,1.0,12.2803,3899.0,,,CPC,calcipotriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K56429665,ASG002_A549_24H_X1_B34,A22,ASG002_A549_24H_X1,A22,101,14,8.4,8.86,56,BRD-K56429665,ASG002_A549_24H_X1_B34:A22,trt_cp,A549,1.0,25.2864,2604.5,,,ASG,calcipotriol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K73237276,LKCP001_A549_24H_X4_B40,J22,LKCP001_A549_24H_X4,J22,80,14,6.5,13.45,56,BRD-K73237276,LKCP001_A549_24H_X4_B40:J22,trt_cp,A549,1.0,21.8839,5088.0,,,LKCP,tacalcitol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K84163249,LKCP001_U2OS_24H_X3_B41,F07,LKCP001_U2OS_24H_X3,F07,100,13,4.8,12.69,55,BRD-K84163249,LKCP001_U2OS_24H_X3_B41:F07,trt_cp,U2OS,0.0,18.1951,3730.0,,qc_f_logp,LKCP,ercalcitriol
b41,10.0,10.0001,uM,10 uM,24.0,24 h,h,MCF7,BRD-K56429665,ASG003_MCF7_24H_X5_B41,G19,ASG003_MCF7_24H_X5,G19,103,12,6.5,14.12,54,BRD-K56429665,ASG003_MCF7_24H_X5_B41:G19,trt_cp,MCF7,1.0,20.7767,4280.0,,,ASG,calcipotriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127-001-01-2,CRCGN004_HA1E_24H_X7_F1B7_DUO52HI53LO,H11,CRCGN004_HA1E_24H_X7,H11,87,21,7.9,9.44,65,BRD-A31158127,CRCGN004_HA1E_24H_X7_F1B7_DUO52HI53LO:H11,trt_cp,HA1E,1.0,5.60565,2480.5,,,CRCGN,calcipotriol
b3,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K27316855,CPC011_PC3_24H_X2_B3_DUO52HI53LO,F06,CPC011_PC3_24H_X2,F06,87,17,8.4,8.39,62,BRD-K27316855,CPC011_PC3_24H_X2_B3_DUO52HI53LO:F06,trt_cp,PC3,1.0,12.6842,2651.0,,,CPC,calcitriol
b41,10.0,10.0001,uM,10 uM,24.0,24 h,h,U2OS,BRD-K56429665,ASG003_U2OS_24H_X4.A2_B41,G19,ASG003_U2OS_24H_X4.A2,G19,95,13,4.8,11.1,57,BRD-K56429665,ASG003_U2OS_24H_X4.A2_B41:G19,trt_cp,U2OS,0.0,10.6534,4288.0,,qc_f_logp,ASG,calcipotriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K84163249,LKCP001_U2OS_24H_X1.A2_B41,F07,LKCP001_U2OS_24H_X1.A2,F07,88,13,5.4,10.11,57,BRD-K84163249,LKCP001_U2OS_24H_X1.A2_B41:F07,trt_cp,U2OS,1.0,9.52844,4021.0,,,LKCP,ercalcitriol
b32,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K28456624,REP.A009_A549_24H_X2_B32,D01,REP.A009_A549_24H_X2,D01,107,28,6.1,7.79,55,BRD-K28456624,REP.A009_A549_24H_X2_B32:D01,trt_cp,A549,0.0,25.8673,2923.0,,count_cv,REP,seocalcitol
f1b6,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-A84327315,CPC014_A549_24H_X3_F1B6_DUO52HI53LO,P20,CPC014_A549_24H_X3,P20,98,19,8.5,22.73,69,BRD-A84327315,CPC014_A549_24H_X3_F1B6_DUO52HI53LO:P20,trt_cp,A549,0.0,5.18295,1459.0,,"inv_level_10,qc_iqr",CPC,calcitriol
