bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_itime,pert_time_unit,cell_mfc_name,pert_mfc_id,det_plate,det_well,rna_plate,rna_well,count_mean,count_cv,qc_f_logp,qc_iqr,qc_slope,pert_id,sample_id,pert_type,cell_iname,qc_pass,dyn_range,inv_level_10,build_name,failure_mode,project_code,cmap_name
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A66229260-001-01-6,CRCGN004_HA1E_24H_X6_F1B7_DUO52HI53LO,D20,CRCGN004_HA1E_24H_X6,D20,65,27,8.6,8.16,62,BRD-A66229260,CRCGN004_HA1E_24H_X6_F1B7_DUO52HI53LO:D20,trt_cp,HA1E,0.0,9.1095,2204.5,,count_cv,CRCGN,calcitriol
f1b4,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A66229260,CRCGN001_HA1E_24H_X1_F1B4_DUO52HI53LO,L19,CRCGN001_HA1E_24H_X1,L19,76,22,4.5,29.75,71,BRD-A66229260,CRCGN001_HA1E_24H_X1_F1B4_DUO52HI53LO:L19,trt_cp,HA1E,0.0,2.4686,1493.5,,"inv_level_10,qc_f_logp,qc_iqr,dyn_range",CRCGN,calcitriol
b4,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K56429665,CPC005_PC3_24H_X1_B4_DUO52HI53LO,J21,CPC005_PC3_24H_X1,J21,96,20,7.4,7.9,61,BRD-K56429665,CPC005_PC3_24H_X1_B4_DUO52HI53LO:J21,trt_cp,PC3,1.0,12.33,4932.0,,,CPC,calcipotriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG003_MCF7_24H_X1_B41,G22,ASG003_MCF7_24H_X1,G22,95,13,5.4,11.21,55,BRD-K27316855,ASG003_MCF7_24H_X1_B41:G22,trt_cp,MCF7,1.0,21.8942,4138.0,,,ASG,calcitriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K73237276,REP.A022_MCF7_24H_X3_B23,L01,REP.A022_MCF7_24H_X3,L01,68,15,6.4,6.77,54,BRD-K73237276,REP.A022_MCF7_24H_X3_B23:L01,trt_cp,MCF7,1.0,20.4301,3800.0,,,REP,tacalcitol
b24,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K28456624,REP.A009_MCF7_24H_X2_B24,D01,REP.A009_MCF7_24H_X2,D01,66,17,6.3,8.75,52,BRD-K28456624,REP.A009_MCF7_24H_X2_B24:D01,trt_cp,MCF7,1.0,17.7906,3398.0,,,REP,seocalcitol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K56429665,ASG002_MCF7_24H_X3_B34,A22,ASG002_MCF7_24H_X3,A22,91,15,6.5,10.59,57,BRD-K56429665,ASG002_MCF7_24H_X3_B34:A22,trt_cp,MCF7,1.0,19.9817,2178.0,,,ASG,calcipotriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K73237276,REP.A022_PC3_24H_X2_B23,L01,REP.A022_PC3_24H_X2,L01,54,18,7.2,7.32,56,BRD-K73237276,REP.A022_PC3_24H_X2_B23:L01,trt_cp,PC3,1.0,12.5461,4698.5,,,REP,tacalcitol
b24,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K28456624,REP.A009_PC3_24H_X3_B24,D01,REP.A009_PC3_24H_X3,D01,73,14,7.3,7.77,50,BRD-K28456624,REP.A009_PC3_24H_X3_B24:D01,trt_cp,PC3,0.0,16.1224,4740.0,,qc_slope,REP,seocalcitol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG002_MCF7_24H_X3_B34,O07,ASG002_MCF7_24H_X3,O07,86,15,7.1,9.52,56,BRD-K27316855,ASG002_MCF7_24H_X3_B34:O07,trt_cp,MCF7,1.0,22.232,2156.5,,,ASG,calcitriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K73237276,LKCP001_U2OS_24H_X1.A2_B41,J22,LKCP001_U2OS_24H_X1.A2,J22,82,15,5.1,12.24,60,BRD-K73237276,LKCP001_U2OS_24H_X1.A2_B41:J22,trt_cp,U2OS,1.0,9.10174,4965.0,,,LKCP,tacalcitol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K28456624,LKCP001_A549_24H_X2_B40,N10,LKCP001_A549_24H_X2,N10,88,13,5.9,13.63,56,BRD-K28456624,LKCP001_A549_24H_X2_B40:N10,trt_cp,A549,1.0,20.1696,5234.0,,,LKCP,seocalcitol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K73237276,LKCP001_U2OS_24H_X5_B41,J22,LKCP001_U2OS_24H_X5,J22,96,13,4.8,12.06,54,BRD-K73237276,LKCP001_U2OS_24H_X5_B41:J22,trt_cp,U2OS,0.0,24.4491,4682.0,,qc_f_logp,LKCP,tacalcitol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A66229260-001-01-6,CRCGN004_PC3_24H_X2_F1B7_DUO52HI53LO,J10,CRCGN004_PC3_24H_X2,J10,66,21,7.3,8.0,64,BRD-A66229260,CRCGN004_PC3_24H_X2_F1B7_DUO52HI53LO:J10,trt_cp,PC3,1.0,6.32,3634.0,,,CRCGN,calcitriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A66229260-001-01-6,CRCGN004_HA1E_24H_X6_F1B7_DUO52HI53LO,L19,CRCGN004_HA1E_24H_X6,L19,82,25,8.1,8.05,62,BRD-A66229260,CRCGN004_HA1E_24H_X6_F1B7_DUO52HI53LO:L19,trt_cp,HA1E,1.0,11.0174,2534.0,,,CRCGN,calcitriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127-001-01-2,CRCGN004_HA1E_24H_X6_F1B7_DUO52HI53LO,L12,CRCGN004_HA1E_24H_X6,L12,101,25,7.4,9.09,63,BRD-A31158127,CRCGN004_HA1E_24H_X6_F1B7_DUO52HI53LO:L12,trt_cp,HA1E,1.0,8.25599,2757.5,,,CRCGN,calcipotriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K73237276,REP.A022_PC3_24H_X3_B23,L01,REP.A022_PC3_24H_X3,L01,67,15,5.7,8.61,58,BRD-K73237276,REP.A022_PC3_24H_X3_B23:L01,trt_cp,PC3,1.0,15.0819,4419.0,,,REP,tacalcitol
f2b4,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-A84327315,CPC014_MCF7_24H_X5_F2B4_DUO52HI53LO,P20,CPC014_MCF7_24H_X5,P20,72,25,6.7,15.0,68,BRD-A84327315,CPC014_MCF7_24H_X5_F2B4_DUO52HI53LO:P20,trt_cp,MCF7,0.0,6.60081,1637.0,,inv_level_10,CPC,calcitriol
b3,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K56429665,CPC011_PC3_24H_X1_B3_DUO52HI53LO,N11,CPC011_PC3_24H_X1,N11,65,17,8.0,8.51,61,BRD-K56429665,CPC011_PC3_24H_X1_B3_DUO52HI53LO:N11,trt_cp,PC3,1.0,12.5848,2819.0,,,CPC,calcipotriol
b5,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K56429665,CPC005_PC3_24H_X4_B5_DUO52HI53LO,J21,CPC005_PC3_24H_X4,J21,80,18,7.9,8.24,63,BRD-K56429665,CPC005_PC3_24H_X4_B5_DUO52HI53LO:J21,trt_cp,PC3,1.0,9.73815,3905.0,,,CPC,calcipotriol
b22,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K28731095,REP.A001_HA1E_24H_X1_B22,I13,REP.A001_HA1E_24H_X1,I13,69,16,6.1,9.1,59,BRD-K28731095,REP.A001_HA1E_24H_X1_B22:I13,trt_cp,HA1E,1.0,17.6197,2502.0,,,REP,calcitriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K81332461,REP.A021_HA1E_24H_X1_B23,D01,REP.A021_HA1E_24H_X1,D01,65,16,6.1,7.83,56,BRD-K81332461,REP.A021_HA1E_24H_X1_B23:D01,trt_cp,HA1E,1.0,16.3617,3755.0,,,REP,maxacalcitol
b24,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K28456624,REP.A009_PC3_24H_X1_B24,D01,REP.A009_PC3_24H_X1,D01,74,15,8.3,7.52,50,BRD-K28456624,REP.A009_PC3_24H_X1_B24:D01,trt_cp,PC3,0.0,14.5417,4013.5,,qc_slope,REP,seocalcitol
f1b4,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A66229260,CRCGN001_HA1E_24H_X3_F1B4_DUO52HI53LO,L19,CRCGN001_HA1E_24H_X3,L19,84,21,7.2,12.47,65,BRD-A66229260,CRCGN001_HA1E_24H_X3_F1B4_DUO52HI53LO:L19,trt_cp,HA1E,1.0,6.43817,2395.0,,,CRCGN,calcitriol
f1b4,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127,CRCGN001_HA1E_24H_X2_F1B4_DUO52HI53LO,L12,CRCGN001_HA1E_24H_X2,L12,75,23,4.1,38.01,72,BRD-A31158127,CRCGN001_HA1E_24H_X2_F1B4_DUO52HI53LO:L12,trt_cp,HA1E,0.0,1.39382,1647.5,,"inv_level_10,qc_f_logp,qc_iqr,dyn_range",CRCGN,calcipotriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127-001-01-2,CRCGN004_HA1E_24H_X8_F1B7_DUO52HI53LO,H11,CRCGN004_HA1E_24H_X8,H11,72,22,6.6,9.25,66,BRD-A31158127,CRCGN004_HA1E_24H_X8_F1B7_DUO52HI53LO:H11,trt_cp,HA1E,0.0,4.59737,3494.0,,dyn_range,CRCGN,calcipotriol
b3,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K56429665,CPC005_HA1E_24H_X3_B3_DUO52HI53LO,J21,CPC005_HA1E_24H_X3,J21,94,17,6.3,8.25,64,BRD-K56429665,CPC005_HA1E_24H_X3_B3_DUO52HI53LO:J21,trt_cp,HA1E,1.0,9.18471,2163.0,,,CPC,calcipotriol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K73237276,LKCP001_A549_24H_X2_B40,J22,LKCP001_A549_24H_X2,J22,89,13,6.4,12.31,55,BRD-K73237276,LKCP001_A549_24H_X2_B40:J22,trt_cp,A549,1.0,21.8354,5371.5,,,LKCP,tacalcitol
f1b4,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127,CRCGN001_HA1E_24H_X1_F1B4_DUO52HI53LO,O08,CRCGN001_HA1E_24H_X1,O08,80,23,5.3,21.16,67,BRD-A31158127,CRCGN001_HA1E_24H_X1_F1B4_DUO52HI53LO:O08,trt_cp,HA1E,0.0,3.07831,1199.0,,"inv_level_10,qc_iqr,dyn_range",CRCGN,calcipotriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A66229260-001-01-6,CRCGN004_PC3_24H_X1_F1B7_DUO52HI53LO,J10,CRCGN004_PC3_24H_X1,J10,102,22,8.9,8.03,63,BRD-A66229260,CRCGN004_PC3_24H_X1_F1B7_DUO52HI53LO:J10,trt_cp,PC3,1.0,8.05013,3212.0,,,CRCGN,calcitriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A66229260-001-01-6,CRCGN004_HA1E_24H_X8_F1B7_DUO52HI53LO,J10,CRCGN004_HA1E_24H_X8,J10,90,20,7.6,8.55,66,BRD-A66229260,CRCGN004_HA1E_24H_X8_F1B7_DUO52HI53LO:J10,trt_cp,HA1E,0.0,4.58362,3275.0,,dyn_range,CRCGN,calcitriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A66229260-001-01-6,CRCGN004_PC3_24H_X1_F1B7_DUO52HI53LO,D20,CRCGN004_PC3_24H_X1,D20,98,22,6.2,11.71,67,BRD-A66229260,CRCGN004_PC3_24H_X1_F1B7_DUO52HI53LO:D20,trt_cp,PC3,0.0,4.44922,3417.0,,dyn_range,CRCGN,calcitriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K28731095,MUC.CP008_MCF7_24H_X3_B34,F07,MUC.CP008_MCF7_24H_X3,F07,86,16,7.0,10.21,57,BRD-K28731095,MUC.CP008_MCF7_24H_X3_B34:F07,trt_cp,MCF7,1.0,18.4545,3045.0,,,MUC,calcitriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K27316855,ASG002_A549_24H_X1_B34,O07,ASG002_A549_24H_X1,O07,93,15,10.4,9.21,56,BRD-K27316855,ASG002_A549_24H_X1_B34:O07,trt_cp,A549,1.0,20.0704,2850.0,,,ASG,calcitriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K84163249,LKCP001_MCF7_24H_X4_B41,F07,LKCP001_MCF7_24H_X4,F07,92,12,7.0,13.64,54,BRD-K84163249,LKCP001_MCF7_24H_X4_B41:F07,trt_cp,MCF7,1.0,12.5852,5097.0,,,LKCP,ercalcitriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K60585088,REP.A014_HA1E_24H_X1_B23,H19,REP.A014_HA1E_24H_X1,H19,59,18,6.1,9.11,55,BRD-K60585088,REP.A014_HA1E_24H_X1_B23:H19,trt_cp,HA1E,1.0,26.2521,3124.0,,,REP,paricalcitol
b27,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K28731095,REP.A001_A549_24H_X2_B27,I13,REP.A001_A549_24H_X2,I13,82,40,6.5,7.94,56,BRD-K28731095,REP.A001_A549_24H_X2_B27:I13,trt_cp,A549,0.0,20.0105,3822.0,,count_cv,REP,calcitriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K56429665,ASG002_PC3_24H_X2_B34,A22,ASG002_PC3_24H_X2,A22,87,16,7.7,8.58,55,BRD-K56429665,ASG002_PC3_24H_X2_B34:A22,trt_cp,PC3,1.0,22.9701,2687.5,,,ASG,calcipotriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K28456624,LKCP001_U2OS_24H_X1.A2_B41,N10,LKCP001_U2OS_24H_X1.A2,N10,74,15,5.6,12.14,58,BRD-K28456624,LKCP001_U2OS_24H_X1.A2_B41:N10,trt_cp,U2OS,1.0,9.42713,4204.5,,,LKCP,seocalcitol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K84163249,LKCP001_A549_24H_X3_B40,F07,LKCP001_A549_24H_X3,F07,74,14,5.7,14.73,55,BRD-K84163249,LKCP001_A549_24H_X3_B40:F07,trt_cp,A549,1.0,17.534,5023.5,,,LKCP,ercalcitriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K60585088,REP.A014_MCF7_24H_X2_B23,H19,REP.A014_MCF7_24H_X2,H19,56,17,7.7,7.99,53,BRD-K60585088,REP.A014_MCF7_24H_X2_B23:H19,trt_cp,MCF7,1.0,25.4083,3049.0,,,REP,paricalcitol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K27316855,ASG002_A549_24H_X2_B34,O07,ASG002_A549_24H_X2,O07,89,15,6.3,9.9,59,BRD-K27316855,ASG002_A549_24H_X2_B34:O07,trt_cp,A549,1.0,14.4962,2892.0,,,ASG,calcitriol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K84163249,LKCP001_A549_24H_X5_B40,F07,LKCP001_A549_24H_X5,F07,73,14,6.6,13.23,53,BRD-K84163249,LKCP001_A549_24H_X5_B40:F07,trt_cp,A549,1.0,27.4227,4346.5,,,LKCP,ercalcitriol
f1b4,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127,CRCGN001_HA1E_24H_X1_F1B4_DUO52HI53LO,H11,CRCGN001_HA1E_24H_X1,H11,75,23,5.3,26.3,70,BRD-A31158127,CRCGN001_HA1E_24H_X1_F1B4_DUO52HI53LO:H11,trt_cp,HA1E,0.0,3.09252,1571.0,,"inv_level_10,qc_iqr,dyn_range",CRCGN,calcipotriol
b4,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K56429665,CPC005_MCF7_24H_X2_B4_DUO52HI53LO,J21,CPC005_MCF7_24H_X2,J21,73,25,8.3,7.89,59,BRD-K56429665,CPC005_MCF7_24H_X2_B4_DUO52HI53LO:J21,trt_cp,MCF7,1.0,19.2227,4056.0,,,CPC,calcipotriol
b5,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K56429665,CPC011_PC3_24H_X4_B5_DUO52HI53LO,N11,CPC011_PC3_24H_X4,N11,99,14,7.2,10.03,65,BRD-K56429665,CPC011_PC3_24H_X4_B5_DUO52HI53LO:N11,trt_cp,PC3,1.0,6.63636,3869.0,,,CPC,calcipotriol
b41,10.0,10.0001,uM,10 uM,24.0,24 h,h,U2OS,BRD-K56429665,ASG003_U2OS_24H_X5_B41,G19,ASG003_U2OS_24H_X5,G19,93,13,4.5,12.31,57,BRD-K56429665,ASG003_U2OS_24H_X5_B41:G19,trt_cp,U2OS,0.0,8.27366,3235.0,,qc_f_logp,ASG,calcipotriol
f2b5,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A84327315,CPC014_PC3_24H_X5.L2_F2B5_DUO52HI53LO,P20,CPC014_PC3_24H_X5.L2,P20,101,14,6.1,16.05,68,BRD-A84327315,CPC014_PC3_24H_X5.L2_F2B5_DUO52HI53LO:P20,trt_cp,PC3,0.0,6.0297,1827.0,,qc_iqr,CPC,calcitriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A31158127-001-01-2,CRCGN004_PC3_24H_X1_F1B7_DUO52HI53LO,H11,CRCGN004_PC3_24H_X1,H11,85,22,9.6,8.61,64,BRD-A31158127,CRCGN004_PC3_24H_X1_F1B7_DUO52HI53LO:H11,trt_cp,PC3,1.0,4.94686,3584.0,,,CRCGN,calcipotriol
f1b4,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127,CRCGN001_HA1E_24H_X3_F1B4_DUO52HI53LO,L12,CRCGN001_HA1E_24H_X3,L12,80,21,6.1,22.86,69,BRD-A31158127,CRCGN001_HA1E_24H_X3_F1B4_DUO52HI53LO:L12,trt_cp,HA1E,0.0,4.21909,1945.0,,"qc_iqr,dyn_range",CRCGN,calcipotriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K60585088,REP.A014_PC3_24H_X2_B23,H19,REP.A014_PC3_24H_X2,H19,64,17,7.6,7.46,54,BRD-K60585088,REP.A014_PC3_24H_X2_B23:H19,trt_cp,PC3,1.0,16.9977,3748.0,,,REP,paricalcitol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG003_MCF7_24H_X3.A2_B41,G22,ASG003_MCF7_24H_X3.A2,G22,104,12,6.0,12.13,57,BRD-K27316855,ASG003_MCF7_24H_X3.A2_B41:G22,trt_cp,MCF7,1.0,20.5414,4098.0,,,ASG,calcitriol
b40,10.0,10.0001,uM,10 uM,24.0,24 h,h,A549,BRD-K56429665,ASG003_A549_24H_X25_B40,G19,ASG003_A549_24H_X25,G19,98,13,6.8,14.2,55,BRD-K56429665,ASG003_A549_24H_X25_B40:G19,trt_cp,A549,1.0,21.0467,5177.5,,,ASG,calcipotriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K28731095,MUC.CP008_HA1E_24H_X2_B34,F07,MUC.CP008_HA1E_24H_X2,F07,100,15,6.6,10.2,56,BRD-K28731095,MUC.CP008_HA1E_24H_X2_B34:F07,trt_cp,HA1E,1.0,24.3438,2337.0,,,MUC,calcitriol
f1b4,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A31158127,CRCGN001_HA1E_24H_X2_F1B4_DUO52HI53LO,H11,CRCGN001_HA1E_24H_X2,H11,68,23,5.2,19.39,69,BRD-A31158127,CRCGN001_HA1E_24H_X2_F1B4_DUO52HI53LO:H11,trt_cp,HA1E,0.0,3.74906,2002.0,,"qc_iqr,dyn_range",CRCGN,calcipotriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K56429665,ASG002_PC3_24H_X1_B34,A22,ASG002_PC3_24H_X1,A22,91,15,9.3,8.66,55,BRD-K56429665,ASG002_PC3_24H_X1_B34:A22,trt_cp,PC3,1.0,24.2018,2638.0,,,ASG,calcipotriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K73237276,LKCP001_A549_24H_X1.A2_B41,J22,LKCP001_A549_24H_X1.A2,J22,84,13,5.7,13.35,57,BRD-K73237276,LKCP001_A549_24H_X1.A2_B41:J22,trt_cp,A549,1.0,19.355,5071.0,,,LKCP,tacalcitol
b40,10.0,10.0001,uM,10 uM,24.0,24 h,h,A549,BRD-K56429665,ASG003_A549_24H_X21_B40,G19,ASG003_A549_24H_X21,G19,116,12,6.6,13.54,54,BRD-K56429665,ASG003_A549_24H_X21_B40:G19,trt_cp,A549,1.0,23.6159,5502.5,,,ASG,calcipotriol
f1b7,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-A66229260-001-01-6,CRCGN004_HA1E_24H_X7_F1B7_DUO52HI53LO,L19,CRCGN004_HA1E_24H_X7,L19,102,20,7.4,10.96,66,BRD-A66229260,CRCGN004_HA1E_24H_X7_F1B7_DUO52HI53LO:L19,trt_cp,HA1E,1.0,5.04829,2509.0,,,CRCGN,calcitriol
b27,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K28731095,REP.A001_MCF7_24H_X3_B27,I13,REP.A001_MCF7_24H_X3,I13,82,41,6.9,8.21,56,BRD-K28731095,REP.A001_MCF7_24H_X3_B27:I13,trt_cp,MCF7,0.0,16.4431,2820.0,,count_cv,REP,calcitriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K28456624,LKCP001_U2OS_24H_X2.A2_B41,N10,LKCP001_U2OS_24H_X2.A2,N10,79,14,5.9,11.8,58,BRD-K28456624,LKCP001_U2OS_24H_X2.A2_B41:N10,trt_cp,U2OS,1.0,9.99177,4856.0,,,LKCP,seocalcitol
b3,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K27316855,CPC011_PC3_24H_X1_B3_DUO52HI53LO,F06,CPC011_PC3_24H_X1,F06,77,17,8.9,9.1,61,BRD-K27316855,CPC011_PC3_24H_X1_B3_DUO52HI53LO:F06,trt_cp,PC3,1.0,12.2487,2388.5,,,CPC,calcitriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K84163249,REP.A021_PC3_24H_X3_B23,J19,REP.A021_PC3_24H_X3,J19,47,19,6.8,7.93,55,BRD-K84163249,REP.A021_PC3_24H_X3_B23:J19,trt_cp,PC3,1.0,36.6294,3113.5,,,REP,ercalcitriol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K27316855,ASG002_MCF7_24H_X1_B34,O07,ASG002_MCF7_24H_X1,O07,70,16,9.6,8.92,55,BRD-K27316855,ASG002_MCF7_24H_X1_B34:O07,trt_cp,MCF7,1.0,24.1441,2849.0,,,ASG,calcitriol
b3,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K56429665,CPC005_A549_24H_X3_B3_DUO52HI53LO,J21,CPC005_A549_24H_X3,J21,72,26,7.0,9.1,61,BRD-K56429665,CPC005_A549_24H_X3_B3_DUO52HI53LO:J21,trt_cp,A549,1.0,9.88199,3182.0,,,CPC,calcipotriol
b40,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K84163249,LKCP001_A549_24H_X2_B40,F07,LKCP001_A549_24H_X2,F07,88,13,6.2,12.61,56,BRD-K84163249,LKCP001_A549_24H_X2_B40:F07,trt_cp,A549,1.0,21.4097,4860.0,,,LKCP,ercalcitriol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K28456624,LKCP001_MCF7_24H_X4_B41,N10,LKCP001_MCF7_24H_X4,N10,96,13,8.5,13.3,55,BRD-K28456624,LKCP001_MCF7_24H_X4_B41:N10,trt_cp,MCF7,1.0,11.2844,3690.0,,,LKCP,seocalcitol
b41,10.0,10.0,uM,10 uM,24.0,24 h,h,U2OS,BRD-K27316855,ASG003_U2OS_24H_X3_B41,G22,ASG003_U2OS_24H_X3,G22,74,14,4.6,14.61,58,BRD-K27316855,ASG003_U2OS_24H_X3_B41:G22,trt_cp,U2OS,0.0,11.4227,2661.5,,qc_f_logp,ASG,calcitriol
b25,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K81332461,REP.A021_A549_24H_X1_B25,D01,REP.A021_A549_24H_X1,D01,65,24,7.0,8.33,55,BRD-K81332461,REP.A021_A549_24H_X1_B25:D01,trt_cp,A549,1.0,17.6659,3966.0,,,REP,maxacalcitol
b33,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A84327315,MOAR002_PC3_24H_X3_B33,B22,MOAR002_PC3_24H_X3,B22,84,14,6.5,8.16,58,BRD-A84327315,MOAR002_PC3_24H_X3_B33:B22,trt_cp,PC3,1.0,14.801,3012.0,,,MOAR,calcitriol
b32,10.0,10.0,uM,10 uM,24.0,24 h,h,A549,BRD-K28456624,REP.A009_A549_24H_X3_B32,D01,REP.A009_A549_24H_X3,D01,117,19,6.7,8.42,56,BRD-K28456624,REP.A009_A549_24H_X3_B32:D01,trt_cp,A549,1.0,21.3878,3144.0,,,REP,seocalcitol
b5,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-A84327315,CPC014_PC3_24H_X2_B5_DUO52HI53LO,P20,CPC014_PC3_24H_X2,P20,99,14,7.8,10.22,64,BRD-A84327315,CPC014_PC3_24H_X2_B5_DUO52HI53LO:P20,trt_cp,PC3,1.0,7.24164,2382.5,,,CPC,calcitriol
b6,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K96390176,CPD002_MCF7_24H_X2_B6_DUO52HI53LO,K07,CPD002_MCF7_24H_X2,K07,80,16,10.4,12.08,63,BRD-K96390176,CPD002_MCF7_24H_X2_B6_DUO52HI53LO:K07,trt_cp,MCF7,1.0,9.26767,4328.0,,,CPD,calcipotriol
b22,10.0,10.0,uM,10 uM,24.0,24 h,h,PC3,BRD-K28731095,REP.A001_PC3_24H_X3_B22,I13,REP.A001_PC3_24H_X3,I13,73,15,7.8,7.92,58,BRD-K28731095,REP.A001_PC3_24H_X3_B22:I13,trt_cp,PC3,1.0,19.7363,2694.0,,,REP,calcitriol
b23,10.0,10.0,uM,10 uM,24.0,24 h,h,MCF7,BRD-K81332461,REP.A021_MCF7_24H_X1_B23,D01,REP.A021_MCF7_24H_X1,D01,70,16,7.0,10.52,56,BRD-K81332461,REP.A021_MCF7_24H_X1_B23:D01,trt_cp,MCF7,1.0,24.9692,3246.0,,,REP,maxacalcitol
b34,10.0,10.0,uM,10 uM,24.0,24 h,h,HA1E,BRD-K28731095,MUC.CP008_HA1E_24H_X1_B34,F07,MUC.CP008_HA1E_24H_X1,F07,91,15,5.0,9.8,61,BRD-K28731095,MUC.CP008_HA1E_24H_X1_B34:F07,trt_cp,HA1E,1.0,9.86858,3266.5,,,MUC,calcitriol
