term,ES,pval,set_size,leading_edge_frac,fdr_bh
REACTOME_DAP12_INTERACTIONS,0.32627993773012565,0.007481296758104738,35,0.11428571428571428,0.0628428927680798
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.18638091452478686,0.007481296758104738,120,0.13333333333333333,0.0628428927680798
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,0.17993207567893985,0.007481296758104738,235,0.23404255319148937,0.0628428927680798
REACTOME_M_PHASE,0.1591404022425823,0.007481296758104738,298,0.26174496644295303,0.0628428927680798
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,0.157865825605582,0.007481296758104738,190,0.19473684210526315,0.0628428927680798
REACTOME_NEUTROPHIL_DEGRANULATION,0.15743627619632064,0.007481296758104738,410,0.14146341463414633,0.0628428927680798
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,0.14041904907427927,0.007481296758104738,272,0.15073529411764705,0.0628428927680798
REACTOME_SIGNALING_BY_NTRK2_TRKB,0.4651109590451983,0.00997506234413965,24,0.20833333333333334,0.07481296758104738
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,0.4266965207221026,0.00997506234413965,34,0.4117647058823529,0.07481296758104738
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN,0.42622346620866497,0.00997506234413965,29,0.3448275862068966,0.07481296758104738
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT,0.42314964097129004,0.00997506234413965,27,0.3333333333333333,0.07481296758104738
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION,0.4222938104980108,0.00997506234413965,20,0.25,0.07481296758104738
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.417544951413444,0.00997506234413965,23,0.21739130434782608,0.07481296758104738
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS,0.3318269875249951,0.00997506234413965,58,0.3448275862068966,0.07481296758104738
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,0.3310429359473185,0.00997506234413965,99,0.47474747474747475,0.07481296758104738
REACTOME_HATS_ACETYLATE_HISTONES,0.29977045427365173,0.00997506234413965,69,0.2898550724637681,0.07481296758104738
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,0.29969862181908996,0.00997506234413965,52,0.25,0.07481296758104738
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,0.28775237692595573,0.00997506234413965,49,0.14285714285714285,0.07481296758104738
REACTOME_DNA_REPLICATION_PRE_INITIATION,0.24528272679116914,0.00997506234413965,83,0.2289156626506024,0.07481296758104738
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.23029335778839144,0.00997506234413965,160,0.29375,0.07481296758104738
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.17486691709260252,0.00997506234413965,130,0.1076923076923077,0.07481296758104738
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,0.17287357123981417,0.00997506234413965,126,0.11904761904761904,0.07481296758104738
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.5488666910586557,0.012468827930174564,31,0.45161290322580644,0.08786757937371338
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,0.4932613563625269,0.012468827930174564,15,0.2,0.08786757937371338
REACTOME_NETRIN_1_SIGNALING,0.3509041053053992,0.012468827930174564,36,0.2777777777777778,0.08786757937371338
REACTOME_HCMV_LATE_EVENTS,0.3430127153316156,0.012468827930174564,44,0.3181818181818182,0.08786757937371338
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,0.33261954774317043,0.012468827930174564,34,0.23529411764705882,0.08786757937371338
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,0.2760304177200071,0.012468827930174564,47,0.1276595744680851,0.08786757937371338
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,0.24699641997879387,0.012468827930174564,57,0.12280701754385964,0.08786757937371338
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES,0.23283660802757222,0.012468827930174564,62,0.1935483870967742,0.08786757937371338
REACTOME_ISG15_ANTIVIRAL_MECHANISM,0.21467810051065242,0.012468827930174564,68,0.23529411764705882,0.08786757937371338
REACTOME_SULFUR_AMINO_ACID_METABOLISM,0.48986830716307944,0.014962593516209476,25,0.36,0.09819201995012468
REACTOME_CO_INHIBITION_BY_CTLA4,0.4732870917786215,0.014962593516209476,21,0.2857142857142857,0.09819201995012468
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_PIGMENTATION,0.4516065403993629,0.014962593516209476,40,0.45,0.09819201995012468
REACTOME_AZATHIOPRINE_ADME,0.41108955359202864,0.014962593516209476,21,0.19047619047619047,0.09819201995012468
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,0.34982525899951833,0.014962593516209476,27,0.2222222222222222,0.09819201995012468
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0.2558857370332736,0.014962593516209476,82,0.15853658536585366,0.09819201995012468
REACTOME_SIGNALING_BY_ERBB2,0.244766350905559,0.014962593516209476,47,0.1702127659574468,0.09819201995012468
REACTOME_SIGNALING_BY_PDGF,0.24216878759868854,0.014962593516209476,55,0.18181818181818182,0.09819201995012468
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,0.2375241312523791,0.014962593516209476,81,0.18518518518518517,0.09819201995012468
REACTOME_TCR_SIGNALING,0.20556570731688897,0.014962593516209476,98,0.10204081632653061,0.09819201995012468
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0.15809231071904026,0.014962593516209476,112,0.17857142857142858,0.09819201995012468
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,0.570571618624557,0.017456359102244388,20,0.45,0.10781868857268592
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA,0.5083095506711163,0.017456359102244388,15,0.3333333333333333,0.10781868857268592
REACTOME_PEROXISOMAL_LIPID_METABOLISM,0.47435207368377746,0.017456359102244388,24,0.5,0.10781868857268592
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,0.4094275794029426,0.017456359102244388,20,0.25,0.10781868857268592
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,0.33511848223277846,0.017456359102244388,33,0.21212121212121213,0.10781868857268592
REACTOME_COLLAGEN_DEGRADATION,0.22701062451552156,0.017456359102244388,56,0.23214285714285715,0.10781868857268592
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,0.21278037159397925,0.017456359102244388,48,0.22916666666666666,0.10781868857268592
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,0.2016100537603455,0.017456359102244388,68,0.16176470588235295,0.10781868857268592
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,0.18570690258465855,0.017456359102244388,101,0.21782178217821782,0.10781868857268592
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,0.15622836820137032,0.017456359102244388,154,0.19480519480519481,0.10781868857268592
REACTOME_GLYCOGEN_METABOLISM,0.44018214545490403,0.0199501246882793,23,0.391304347826087,0.1176833197904116
